Department,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No, Amount ,Description,Post Code,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,14/01/2020,THEORY TEST FIXED & VARIABLE CHARGES,THEORY TEST,PEARSON PROFESSIONAL,5100009154," £1,944,399.14 ",PEARSON L TESTS,M50 3BF,GB830066655,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,APC204026," £1,881,906.91 ",Renewals of Structures,EN6 3NP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,20-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,ROAD MANAGEMENT SERVICES (PETERBOROUGH) LTD,782362," £1,853,358.92 ",Operate Roads PFI Service Payments,EH2 1DF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC204011," £1,813,195.73 ",Renewals of Structures,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203994," £1,800,298.25 ",Renewals of Structures,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Humberside SAR Helicopter Base,Bristow Helicopters Ltd,233082510," £1,797,744.94 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Nissan Motors GB Limited,2000022180," £1,785,000.00 ","PICG Nissan December 2019  #1,785,000.00",WD3 9YS,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203931," £1,767,566.90 ",Routine Maintenance,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,Contractor Costs,IT DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,781656," £1,723,811.54 ",Operate General Management Costs,CV34 5AH,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,KENT COUNTY COUNCIL,2000021671," £1,715,250.00 ",2019/20 Integrated Transport Block fourth quarter,ME14 1QX,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,21/01/2020,000000 AUC - Phase 1,AUC - Phase 1,THAMES WATER UTILITIES LIMITED C/O SAVILLS,#," £1,708,391.74 ",New WOs July 2019,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,Arriva Rail North Limited,2000020163," £1,706,524.36 ",2010 Wk4 DSAW Interim Payment No 2 - Arriva Rail N,M1 2NF,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,06/01/2020,000000 AUC - Phase 1,AUC - Phase 1,WSP UK LIMITED,#," £1,631,789.94 ",(CC) Lot 2 OOC SDSC Contract,,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,06/01/2020,000000 AUC - Phase 1,AUC - Phase 1,WSP UK LIMITED,#," £1,610,011.09 ",(CC) Lot 2 OOC SDSC Contract,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Cheshire West & Chester Council,2000021741," £1,599,500.00 ",2019/20 Highways Maintenance Block fourth quarter,CH34 9DB,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,ESSEX COUNTY COUNCIL,2000021667," £1,568,750.00 ",2019/20 Integrated Transport Block fourth quarter,CM1 1LX,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,20/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",London EV Company Ltd,2000021511," £1,567,500.00 ","PITG LEVC  December  2019  #1,567,500.00",CV7 9RF,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Volkswagen UK,2000022186," £1,547,000.00 ","PICG Volkswagen November 2019 #1,547,000",MK14 5AN,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Lancashire County Council,2000021672," £1,513,500.00 ",2019/20 Integrated Transport Block fourth quarter,PR1 0LD,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,10/01/2020,Agents Fees,Operations,NSL Ltd,2000028310," £1,509,763.75 ",#,SL1 2BU,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,St Athan SAR Helicopter Base,Bristow Helicopters Ltd,233082504," £1,500,313.63 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,31/01/2020,Cap Grt Loc Auth,Local,SUFFOLK COUNTY COUNCIL (GRANTS),2000022506," £1,500,000.00 ",Lake Lothing Development Costs (2nd Payment) 19-20,IP1 2DH,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,20/01/2020,P20070 - Phase 2,Allocations General,BECHTEL LIMITED,#," £1,498,537.43 ",2019/20  Phase 2B Engagement,,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,16/01/2020,000000 AUC - Phase 1,AUC - Phase 1,MAINLINE PIPELINES LIMITED,#," £1,494,659.94 ",MLP - Marston Lane Diversion Design & Construction including PMO,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Deed Of Amendment -,DG_Rail - Passenger Services,FIRST GREATER WESTERN,2000020161," £1,468,538.83 ",2010 Wk4 Exeter Depot P2008 - FIRST GREATER WESTER,SN1 1HL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,06/01/2020,Deed Of Amendment -,DG_Rail - Passenger Services,FIRST GREATER WESTERN,1500000012," £1,468,538.83 ",2010 Wk4 Exeter Depot P2008 - FIRST GREATER WESTER,SN1 1HL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,GALLIFORD TRY INFRASTRUCTURE LIMITED,782117," £1,464,594.05 ",RIS 1 Schemes,LE10 3JH,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Stornoway SAR Helicopter Base,Bristow Helicopters Ltd,233082512," £1,446,808.00 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,Abellio East Midlands Limited,2000020167," £1,434,489.39 ",2010 Wk4 EMR Franchise Subsidy FM v6_P2010 - Abell,EC4A 3AG,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,Abellio East Midlands Limited,2000022361," £1,434,489.39 ",2011 Wk4 EMR Franchise Subsidy FM v6_P2011 - Abell,EC4A 3AG,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Manston SAR Helicopter Base,Bristow Helicopters Ltd,233082507," £1,433,455.03 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,14/01/2020,Aviation Standing Charge,Manston SAR Helicopter Base,Bristow Helicopters Ltd,233082613," £1,433,455.03 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,21/01/2020,000000 AUC - Phase 1,AUC - Phase 1,THAMES WATER UTILITIES LIMITED C/O SAVILLS,#," £1,429,967.09 ",New WOs July 2019,,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Newquay SAR Helicopter Base,Bristow Helicopters Ltd,233082506," £1,420,373.00 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Inverness SAR Helicopter Base,Bristow Helicopters Ltd,233082509," £1,409,863.50 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,RM - Electricity costs,FINANCE & BUSINESS SERVICES,EDF ENERGY (NON CIS) CHARGES,781984," £1,399,830.58 ",Routine Maintenance,PL3 5XQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,06-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,ROAD MANAGEMENT SERVICES (GLOUCESTER) LTD,781292," £1,397,177.02 ",Operate Roads PFI Service Payments,EH2 1DF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,ROAD MANAGEMENT SERVICES (GLOUCESTER) LTD,783223," £1,397,177.02 ",Operate Roads PFI Service Payments,EH2 1DF,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Caernarfon SAR Helicopter Base,Bristow Helicopters Ltd,233082511," £1,390,929.67 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Sumburgh SAR Helicopter Base,Bristow Helicopters Ltd,233082513," £1,386,728.63 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,CurrGrt Las in AEF/A,"Regions, Cities and Devolution",Transport for the North,2000022192," £1,370,000.00 ",TfN IST Q3 drawdown,M1 3BN,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,14/01/2020,Cap Grt Loc Auth,DG_RAIL - Network Services,NEXUS,2000020987," £1,368,466.00 ",Nexus capital grant for December 2019,NE1 4AX,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,HAMPSHIRE COUNTY COUNCIL,2000021668," £1,324,000.00 ",2019/20 Integrated Transport Block fourth quarter,SO23 8UB,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,LEICESTERSHIRE COUNTY COUNCIL,2000021698," £1,280,000.00 ",MRN Development Costs 19-20,LE3 8RB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD & CARILLION LTD JOINT VENTURE,783436," £1,279,444.44 ",Environment Other,MK41 7PH,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,21/01/2020,000000 AUC - Phase 1,AUC - Phase 1,THAMES WATER UTILITIES LIMITED C/O SAVILLS,#," £1,277,945.63 ",New WOs July 2019,,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Lee On Solent SAR Helicopter Base,Bristow Helicopters Ltd,233082508," £1,230,854.63 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Other Sprs - Ptoc,DG_Rail - Passenger Services,First Trenitalia West Coast,2000022364," £1,225,079.00 ",2011 Wk4 ShOpR P2011 - First Trentitalia West Coas,NW1 5DH,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,10/01/2020,Aviation Standing Charge,Prestwick SAR Helicopter Base,Bristow Helicopters Ltd,233082505," £1,214,357.04 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,14/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Nissan Motors GB Limited,2000020995," £1,213,824.98 ","PIVG Nissan  November  2019 #1,213,824.98",WD3 9YS,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,20-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,AECOM INFRASTRUCTURE & ENVIRONMENT UK LIMITED,782423," £1,197,936.16 ",RIS 2 Schemes,RG21 7PP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203994," £1,197,735.45 ",LNMS Safety,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Surrey County Council,2000021687," £1,196,000.00 ",2019/20 Integrated Transport Block fourth quarter,KT1 2DN,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,DYER & BUTLER LTD,CONF9215302342116489," £1,170,325.02 ",Renewals of Roads,SO16 0AH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203940," £1,163,971.13 ",Renewals of Structures,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,21/01/2020,000000 AUC - Phase 1,AUC - Phase 1,THAMES WATER UTILITIES LIMITED C/O SAVILLS,#," £1,159,760.83 ",New WOs July 2019,,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,21/01/2020,SMarT Funding - MCA,Seafarer Training And Certification,Ricardo-AEA-Ltd,233083017," £1,143,598.00 ",Specialist contractor,OX11 0QR,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Hertfordshire County Council,2000021669," £1,142,000.00 ",2019/20 Integrated Transport Block fourth quarter,SG13 8DN,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,08/01/2020,000000 AUC - Phase 1,AUC - Phase 1,MACE-DRAGADOS JV,#," £1,137,201.54 ",Construction Partner - Euston Station (approved budget) ,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC203996," £1,128,569.15 ",Routine Maintenance,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,21-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN GALLIFORD TRY SM JV,782472," £1,103,567.45 ",SR13 Smart Motorway Scheme,NN6 7SL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,Abellio East Midlands Limited,2000020167," £1,061,009.00 ",2010 Wk4 CP6 Estimated Revisions on account - Abel,EC4A 3AG,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,Abellio East Midlands Limited,2000022361," £1,061,009.00 ",2011 Wk4 CP6 Estimated Revisions on account - Abel,EC4A 3AG,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC204010," £1,040,760.28 ",Routine Maintenance,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,16/01/2020,000000 AUC - Phase 1,AUC - Phase 1,SOUTHERN GAS NETWORKS PLC,#," £1,037,400.46 ",PMO for 3 financial years (FY18/19 to FY20/21),,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,SHEPPEY ROUTE LTD,783461," £1,036,981.78 ",Operate Roads PFI Management Cost,WV3 0SR,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,NORFOLK COUNTY COUNCIL,2000021682," £1,035,250.00 ",2019/20 Integrated Transport Block fourth quarter,NR1 2UG,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,MILTON KEYNES BC,2000021675," £1,030,500.00 ",2019/20 Highways Maintenance Block fourth quarter,MK9 3EE,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LTD,APC204027," £1,006,968.91 ",LNMS Safety,EN6 3NP,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,16/01/2020,P20070 - Phase 2,Environmental Services,OVE ARUP & PARTNERS LIMITED,#," £1,005,462.29 ",EOC 19/20 PO uplift base scope ,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,SHEPPEY ROUTE LTD,781929," £1,003,530.75 ",Operate Roads PFI Management Cost,WV3 0SR,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,22/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £994,898.58 ",Euston - Programme Management Support Services for 2019,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",SUSTRANS LIMITED,783430," £986,927.00 ",Cycling Feasibility,BS1 5DD,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,11/01/2020,Btpfsf 2007 (New) Er,Force Balance Sheet (Excl.Far),Railway Pensions Management Ltd,500650," £984,850.54 ",Btpfsf 2007 (New) Er,EC2A 2NY,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Nottinghamshire County Council,2000021731," £979,000.00 ",2019/20 Integrated Transport Block fourth quarter,NG2 7QP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,KIER INFRASTRUCTURE & OVERSEAS LTD,781562," £975,507.32 ",SR13 Smart Motorway Scheme,M2 5JB,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Volkswagen UK,2000022186," £973,500.00 ","PICG Volkswagen December 2019 #973,500",MK14 5AN,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,27/01/2020,Purchasing Card Charges,Finance & Commercial,Barclaycard Card Payments,2000029779," £972,133.07 ",#,NN4 7BR,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,21/01/2020,000000 AUC - Phase 1,AUC - Phase 1,THAMES WATER UTILITIES LIMITED C/O SAVILLS,#," £965,990.65 ",New WOs July 2019,,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,13/01/2020,Software Licence Expense,Information Services,IBM UK LTD,2000028510," £960,000.00 ",#,PO6 3AU,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,21-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TARMAC TRADING LIMITED,CONF9076001941717772," £944,056.17 ",Renewals of Roads,B37 7BQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Basic Franchise Rec,DG_Rail - Passenger Services,First Transpennine Express Limited,2000020164," £940,402.00 ",2010 Wk4 TSR2 December 17 Timetable Delay - P1910,M1 6LT,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,09/01/2020,Basic Franchise Rec,DG_Rail - Passenger Services,First Transpennine Express Limited,1500000013," £940,402.00 ",2010 Wk4 TSR2 December 17 Timetable Delay - P1910,M1 6LT,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,27/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Nissan Motors GB Limited,2000022043," £934,883.99 ","PIVG Nissan  December 2019 #934,883.99",WD3 9YS,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,West Sussex County Council,2000021693," £933,500.00 ",2019/20 Integrated Transport Block fourth quarter,PO19 1RG,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,AECOM,782214," £931,064.03 ",Feasibility,B4 6AT,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,North Lincolnshire Council,2000021699," £925,500.00 ",2019/20 Highways Maintenance Block fourth quarter,DN16 1AB,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,OXFORDSHIRE CC,2000021679," £922,000.00 ",2019/20 Integrated Transport Block fourth quarter,OX1 1TH,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,DERBYSHIRE COUNTY COUNCIL,2000021664," £911,000.00 ",2019/20 Integrated Transport Block fourth quarter,DE4 3AH,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,10/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £900,380.42 ",East West Rail - Stage 2 - Enabling Works,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,DEVON COUNTY COUNCIL,2000021665," £900,250.00 ",2019/20 Integrated Transport Block fourth quarter,EX2 4QJ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Central Bedfordshire Council,2000021743," £896,500.00 ",2019/20 Highways Maintenance Block fourth quarter,SG17 5TQ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,14/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £885,629.15 ","Old Oak Common Depot Decommissioning Stage 4 – GRIP 4, 5 & 6 Signalling Works",,,,,,,,,,,,,,,,,,,,
