Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022162,"970,008.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,HMRC Change Delivery Group,CGI IT UK LTD,5100022165,"36,541.93",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,HMRC Change Delivery Group,ACCENTURE (UK) LTD,5100022168,"22,293.33",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100022172,"79,520.40",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Customs Policy and Strategy,ACCENTURE (UK) LTD,5100022184,"67,146.67",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100022197,"96,409.37",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/07/2024,Project Development,Change Delivery DG & Programme Office,COMPUTACENTER (UK) LTD,1900182287,"52,269.52",Project Development,AL10 9TW,,,,
HMRC,HMRC,15/07/2024,Project Development,CDIO - Core,NATWEST- INTERNAL HMRC USE ONLY,1900182346,"54,988.97",Project Development,ST5 0QX,,,,
HMRC,HMRC,15/07/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100022199,"370,736.40",IT contractors,WA3 6GD,,,,
HMRC,HMRC,15/07/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100022200,"345,039.60",IT contractors,WA3 6GD,,,,
HMRC,HMRC,15/07/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100022201,"1,731,924.00",IT contractors,WA3 6GD,,,,
HMRC,HMRC,15/07/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100022202,"577,308.00",IT contractors,WA3 6GD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,DELOITTE LLP (L),5100022203,"200,000.00",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100022210,"21,630.38", IT Architect contractor costs,CF31 9AP,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100022212,"140,579.74",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100022214,"45,790.97",IT contractors,TF3 3BD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100022221,"43,400.00",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,15/07/2024,Lifecycle Replace,Estates,BELLROCK PROPERTY & FACILITIES,5100022238,"37,880.55",Lifecycle Replace,LE1 6LP,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100022241,"4,437.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100022241,"6,655.50",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100022241,"11,092.50",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100022244,"31,088.67",IT contractors,AL1 5HE,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100022246,"85,150.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100022250,"1,141,152.06",Customs Declaration Service Contractor Costs,WC1V 6EA,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100022257,"106,197.33",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,15/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100022331,"27,247.17",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100022366,"133,732.35",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100022377,"150,127.81",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,DELOITTE LLP (L),5100022378,"167,633.00",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100022385,"38,830.90",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100022386,"88,465.21",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/07/2024,SW Lic Sup Off shlf,CDIO - Core,BYTES SOFTWARE SERVICES LTD,5100022397,"52,789.92",SW Lic Sup Off shlf,KT22 7TW,,,,
HMRC,HMRC,15/07/2024,SW Lic Sup Off shlf,CDIO - Core,BYTES SOFTWARE SERVICES LTD,5100022398,"143,533.86",SW Lic Sup Off shlf,KT22 7TW,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100022402,"211,722.42",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/07/2024,SW Lic Sup Off shlf,CDIO - Core,INSIGHT DIRECT (UK) LTD,5100022409,"308,126.41",SW Lic Sup Off shlf,S1 2JF,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100022410,"120,317.58",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100022410,"159,490.75",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,15/07/2024,Contin Labor Build,Change Delivery DG & Programme Office,DELOITTE LLP (L),5100022413,"958,474.00",Contin Labor Build,MK9 1FD,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100022417,"215,024.03",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,15/07/2024,Rent (Irrec VAT),Programme and Operational Delivery,CHANNEL PORTS LTD,5100022419,"72,000.00",IBF Running Costs ,CT21 4BL,,,,
HMRC,HMRC,15/07/2024,PROJECT Mandays HMRC,CDIO - Core,VERSION 1 SOLUTIONS LTD,5100022420,"50,955.00",PROJECT Mandays HMRC,B97 4DL,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700006336,"-41,417.06",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700006346,"-48,780.75",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700006347,"-54,248.18",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700006384,"-40,176.84",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700006385,"-48,783.28",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700006386,"-110,170.51",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Non-IT Contingent Labour,CDIO - Core,CAPGEMINI,1900182400,"2,147,769.26",Non-IT Contingent Labour,TF3 3BD,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182417,"50,483.83",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182420,"57,865.48",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182421,"262,527.94",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182427,"41,053.23",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182428,"74,813.88",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182430,"92,107.49",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182433,"93,987.14",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182436,"48,788.91",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182444,"74,761.09",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182445,"61,857.14",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182446,"91,336.62",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182451,"41,622.82",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182452,"32,132.37",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182453,"94,807.88",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182454,"63,515.28",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182455,"32,121.22",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182462,"54,315.36",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182463,"55,880.14",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182464,"40,220.70",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182465,"49,796.35",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182466,"38,034.91",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182468,"86,700.52",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182470,"44,685.64",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182471,"109,929.36",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900182472,"106,518.54",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Utility Payments - water,Estates,Inspired Energy plc,1900182564,"28,346.53",Utility Payments - water,PR4 2TZ,,,,
HMRC,HMRC,16/07/2024,Professional Fees and Subscriptions,PT Operations,CCA GLOBAL LTD,1900182675,"30,000.00",Professional Fees and Subscriptions,G3 7PY,,,,
HMRC,HMRC,16/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900182719,"26,270.43",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,16/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900182720,"51,028.36",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,16/07/2024,Security printing,Indirect Tax Directorate,RESTORE DIGITAL LTD,5100022432,"38,647.65",Security printing,WV14 0UJ,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,COGNIZANT Technology Solutions,5100022440,"103,540.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,COGNIZANT Technology Solutions,5100022445,"26,780.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100022450,"25,904.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100022451,"23,390.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100022464,"406,506.22",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CGI IT UK LTD,5100022478,"22,185.00",IT contractors,CF31 9AP,,,,
HMRC,HMRC,16/07/2024,Ad campaign ser.,Change Delivery DG & Programme Office,Digital Unlimited Group Ltd,5100022481,"99,161.00",Ad campaign ser.,W1F 9AF,,,,
HMRC,HMRC,16/07/2024,Govt dept services,HR,ERNST & YOUNG LLP,5100022487,"66,000.00",Govt dept services,SE1 2AF,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100022488,"154,329.33",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/07/2024,Contingnt Labr-Other,Change Delivery DG & Programme Office,Baringa Partners LLP,5100022728,"61,800.00",Commercial support for ETMP Regeneration,SW1E 6AJ,,,,
HMRC,HMRC,16/07/2024,Grant in Aid Funding,Intermediaries,GOOD THINGS FOUNDATION,5100022735,"70,000.00",Grant in Aid Funding,S1 2ET,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100022758,"21,630.38",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100022762,"41,950.86",ETMP VAT PP Discovery June/July,TF3 3BD,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100022771,"45,200.00",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,16/07/2024,External Training,CDIO - Core,Phoenix Software,5100022780,"112,815.18",External Training,YO42 1NS,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100022782,"161,650.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100022787,"84,020.86",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/07/2024,PROJECT Mandays Supp,CDIO - Core,ATKINSREALIS UK LIMITED,5100022794,"67,134.37",PROJECT Mandays Supp,KT18 5BW,,,,
HMRC,HMRC,17/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900182735,"38,751.22",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,17/07/2024,Cycle Purchase for Staff - Cycle to Work Scheme,HMRC,EDENRED (UK GROUP) LTD (CYCLE TO WO,1900182755,"42,291.91",Cycle Purchase for Staff - Cycle to Work Scheme,SW1V 2RS,,,,
HMRC,HMRC,17/07/2024,Telephony Services,CDIO - Core,GAMMA TELECOM LTD,1900182756,"68,191.72",Telephony Services,RG14 5BY,,,,
HMRC,HMRC,17/07/2024,Project Development,CDIO - Core,OPENCAST SOFTWARE EUROPE LTD,1900185844,"546,851.88",Project Development,NE6 2HL,,,,
HMRC,HMRC,17/07/2024,Non-IT Contingent Labour,CDIO - Core,EQUAL EXPERTS UK LTD,1900189817,"447,776.50",Non-IT Contingent Labour,AL1 5HE,,,,
HMRC,HMRC,17/07/2024,Project Development,CDIO - Core,EQUAL EXPERTS UK LTD,1900189818,"507,084.00",Project Development,AL1 5HE,,,,
HMRC,HMRC,17/07/2024,Non-IT Contingent Labour,CDIO - Core,ACCENTURE (UK) LTD,1900189867,"488,840.53",Non-IT Contingent Labour,EC3M 3BD,,,,
HMRC,HMRC,17/07/2024,Non-IT Contingent Labour,CDIO - Core,ACCENTURE (UK) LTD,1900189869,"201,302.69",Non-IT Contingent Labour,EC3M 3BD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100022798,"28,823.97",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100022801,"73,626.57",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100022805,"26,422.76",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/07/2024,IT Security Vetting,CDIO - Core,CABINET OFFICE,5100022816,"270,058.50",IT Security Vetting,FY1 9JN,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Risk & Intelligence,BAE SYSTEMS APPLIED INTELLIGENCE,5100022818,"107,363.25",PROJECT Mandays Supp,GU2 7RQ,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100022824,"103,837.76",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,EVIDEN TECHNOLOGY SERVICES LIMITED,5100022832,"22,390.25",PROJECT Mandays HMRC,WC1V 6EA,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100022839,"47,293.00",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100022842,"6,627.63",IT contractors,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,TECKNUOVO LTD,5100022842,"7,203.95",Customs Declaration Service Contractor Costs,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100022842,"7,203.95",IT contractors,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100022842,"13,370.54",IT contractors,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,TECKNUOVO LTD,5100022842,"15,416.46",  IT contractor costs,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CDIO - Core,TECKNUOVO LTD,5100022842,"25,934.23",PROJECT Mandays Supp,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Border Service Data and Design,TECKNUOVO LTD,5100022842,"52,185.45",PROJECT Mandays Supp,N1 7GU,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100022842,"160,215.92",IT contractors,N1 7GU,,,,
HMRC,HMRC,17/07/2024,Employee education,HR,CSL - KPMG LLP,5100022844,"70,349.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100022855,"26,640.00",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CCG Transformation Programmes,CAPGEMINI,5100022857,"588,837.82",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,17/07/2024,Soft Licen Off shelf,Change Delivery Making Tax Digital,BYTES SOFTWARE SERVICES LTD,5100023010,"136,948.45",Soft Licen Off shelf,KT22 7TW,,,,
HMRC,HMRC,17/07/2024,Block Charges,Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100023066,"111,326.29",Block Charges,G75 8EA,,,,
HMRC,HMRC,17/07/2024,Physical Hosting,CDIO - Core,Crown Hosting Data Centres Ltd,5100023073,"76,577.83",Physical Hosting,SN13 9GB,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100023097,"62,070.15",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100023101,"62,070.15",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100023102,"62,070.15",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023110,"202,754.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,17/07/2024,Cons ad imp (Ir VAT),Change Delivery DG & Programme Office,ERNST & YOUNG LLP,5100023112,"724,288.00",Cons ad imp (Ir VAT),SE1 2AF,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100023116,"22,185.00",Architect contractor costs,CF31 9AP,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100023120,"19,607.61",IT solution contractor costs,AL1 5HE,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100023120,"19,607.61",IT contractors,AL1 5HE,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100023122,"32,065.06",IT contractors costs,EC2M 4AG,,,,
HMRC,HMRC,17/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100023122,"32,065.06",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,18/07/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900189987,"89,566.24",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,18/07/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900189988,"82,613.97",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,18/07/2024,Project Development,CDIO - Core,ACCENTURE (UK) LTD,1900190001,"1,391,858.69",Project Development,EC3M 3BD,,,,
HMRC,HMRC,18/07/2024,Project Development,CDIO - Core,ESYNERGY SOLUTIONS LTD,1900190044,"222,858.00",Project Development,EC3M 3JY,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,BOXXE LTD,5100023125,"41,414.40",PROJECT Mandays HMRC,YO31 7RE,,,,
HMRC,HMRC,18/07/2024,Office Fit Irrec VAT,CFO Transformation Programmes,LOGAN CONSTRUCTION SE LTD,5100023130,"138,822.11",Office Fit Irrec VAT,SE9 3TL,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023145,"21,464.95",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100023146,"98,526.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023157,"49,205.94",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100023177,"105,974.48",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023181,"250,908.25",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,COGNIZANT Technology Solutions,5100023184,"69,979.88",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023185,"26,853.40",IT contractors costs,WC1V 6EA,,,,
HMRC,HMRC,18/07/2024,WAN maint or supp,CDIO - Core,HIGHSPEED OFFICE LTD,5100023331,"695,542.50",WAN maint or supp,E1 8HQ,,,,
HMRC,HMRC,18/07/2024,Prop. Man. (Ir VAT),Estates,SCOTTISH POLICE AUTHORITY,5100023333,"283,944.07",Prop. Man. (Ir VAT),G40 4EH,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,Compliance Operations Directorate,Coforge,5100023338,"65,000.00",PROJECT Mandays Supp,EC3M 4AJ,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,CDIO - Core,Coforge,5100023339,"50,000.00",PROJECT Mandays Supp,EC3M 4AJ,,,,
HMRC,HMRC,18/07/2024,PROJECT Mandays Supp,CDIO - Core,Coforge,5100023340,"40,000.00",PROJECT Mandays Supp,EC3M 4AJ,,,,
HMRC,HMRC,18/07/2024,Office Fit Irrec VAT,Strat Planning Customer & Infrastructure,VINCI CONSTRUCTION UK LTD,5100023348,"47,047.91",IBF Build Costs ,WD24 4WW,,,,
