Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,12.25,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,13.6,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525526,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
14/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Alexander Mann Solutions Ltd,526082,2268.18,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
10/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526197,3.5,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526197,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526197,14.2,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526198,2.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526198,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526198,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526198,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526198,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,1.4,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,4.1,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,4.7,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,10.2,Net Zero Costs - Admin-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,16.35,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526199,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526484,1.75,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
11/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526484,4.2,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
11/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526484,12.4,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526484,14.2,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
11/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526484,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",527949,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",527949,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",527949,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",527949,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",527949,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
20/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",528510,5.2,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
20/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",528510,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
20/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",528510,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
20/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",528510,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529461,3.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529461,4.59,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529461,5.5,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529461,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529461,15.9,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,15.83,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,17.98,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,41.54,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,53.04,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,68.06,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,97.32,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,233.67,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,241.92,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,282.06,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,356.4,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,433.38,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,752.67,MF Devolved Admin-Stationery,S9 1XT,VENDOR
18/07/2023,IT Software Licences and Software Maintenance,"Corporate Services - Digital, Data & Technology",XMA LTD,522942,33620.4,DESNZ Corporate Services Programme-IT Software Licences and Software Maintenance,NG11 7EP,VENDOR
18/07/2023,IT Software Licences and Software Maintenance,"Corporate Services - Digital, Data & Technology",XMA LTD,522943,113976.05,DESNZ Corporate Services Programme-IT Software Licences and Software Maintenance,AL2 2DQ,VENDOR
11/07/2023,Local IT consultancy,"Corporate Services - Digital, Data & Technology",Digital Modus Ltd,513006,14000,MF Devolved Admin-Local IT consultancy,RG21 8EN,VENDOR
07/07/2023,IT Services,"Corporate Services - Digital, Data & Technology",Aiimi Ltd,518001,27665,MF Devolved Admin-IT Services,MK9 1FH,VENDOR
13/07/2023,Technical Advice / Services & Support,"Corporate Services - Digital, Data & Technology",Ernst and Young LLP,519618,37250,MF Devolved Admin-Technical Advice / Services & Support,SE1 2AF,VENDOR
13/07/2023,Technical Advice / Services & Support,"Corporate Services - Digital, Data & Technology",Ernst and Young LLP,521013,10800,MF Devolved Admin-Technical Advice / Services & Support,SE1 2AF,VENDOR
26/07/2023,Local IT consultancy,"Corporate Services - Digital, Data & Technology",Digital Modus Ltd,521562,33981,MF Devolved Admin-Local IT consultancy,RG21 8EN,VENDOR
12/07/2023,Technical Advice / Services & Support,"Corporate Services - Digital, Data & Technology",Broadlight Ltd,521993,19600,MF Devolved Admin-Technical Advice / Services & Support,EC4N 6HL,VENDOR
13/07/2023,Technical Advice / Services & Support,"Corporate Services - Digital, Data & Technology",Ernst and Young LLP,522202,29150,MF Devolved Admin-Technical Advice / Services & Support,SE1 2AF,VENDOR
13/07/2023,Technical Advice / Services & Support,"Corporate Services - Digital, Data & Technology",Ernst and Young LLP,524222,45125,MF Devolved Admin-Technical Advice / Services & Support,SE1 2AF,VENDOR
07/07/2023,IT Services,"Corporate Services - Digital, Data & Technology",Aiimi Ltd,524734,11605.63,MF Devolved Admin-IT Services,MK9 1FH,VENDOR
12/07/2023,Technical Advice / Services & Support,"Corporate Services - Digital, Data & Technology",Broadlight Ltd,525459,23650,MF Devolved Admin-Technical Advice / Services & Support,BN5 9DP,VENDOR
12/07/2023,Other IT Consultancy,"Corporate Services - Digital, Data & Technology",Tecknuovo Ltd,526049,154685,MF Devolved Admin-Other IT Consultancy,SE1 1JA,VENDOR
10/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526169,5.4,MF Devolved Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526169,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526169,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526169,8.59,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526169,9.59,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526169,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
10/07/2023,Rail Travel UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526188,204,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
10/07/2023,Other Professional Services,"Corporate Services - Digital, Data & Technology",Fujitsu Services Ltd,526325,59662.5,MF Devolved Admin-Other Professional Services,WA3 9BD,VENDOR
11/07/2023,Rail Travel UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,2.8,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
11/07/2023,Rail Travel UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,2.8,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,5.45,MF Devolved Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,13.3,MF Devolved Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",526499,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
12/07/2023,Consultancy Expenditure,"Corporate Services - Digital, Data & Technology",Acuity Applied Ltd,526955,20280,MF Devolved Admin-Consultancy Expenditure,E13 8QR,VENDOR
13/07/2023,Training And Development Expenditure,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",527115,31.35,MF Devolved Admin-Training And Development Expenditure,,EMPLOYEE
13/07/2023,Training And Development Expenditure,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",527115,31.35,MF Devolved Admin-Training And Development Expenditure,,EMPLOYEE
13/07/2023,Training And Development Expenditure,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",527115,31.35,MF Devolved Admin-Training And Development Expenditure,,EMPLOYEE
13/07/2023,Training And Development Expenditure,"Corporate Services - Digital, Data & Technology","Personal Expense, Name Withheld",527115,31.35,MF Devolved Admin-Training And Development Expenditure,,EMPLOYEE
