Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-5.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-14.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-51.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-51.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-51.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-51.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-51.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-51.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2246.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,646.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,481.37
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,230.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,138.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,49.37
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-434.57
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,929.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1792
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,504
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-226
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1498.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1168
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-342.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,5031.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-71.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2021.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,3160
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,16423.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-54.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,829.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-384
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1750
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-336.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2234.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-114.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2200
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-6.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2970.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,820
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-179.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,948.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-179.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1417.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-342.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2015.77
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-71.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,2720
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-33.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,200
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,880
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-71.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,656
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1373.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,700
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,149.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,149.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,149.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,149.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,96.27
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-325.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1280
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-491.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1586
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1280
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,3171.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-333.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1917.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,1009.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,-383.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,30/11/2022,968
