UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Council Directorate
5076,Rochdale Council,339999-Sports & Playground Equipment & Maintenance : Not Elsewhere Classified : ,Queens Park MUGA,RBS - Low/Med - Simple (RFQ),Contract,17-Sep-18,1,1,12-Oct-18,No,26-Oct-18,N/A,"£81,000.00","£81,000.00", Groundwork Landscapes Ltd , SME ,1339901,Rochdale- Neighbourhoods
5078,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Pipework replacement at Brimrod Primary School Rochdale,Mini Competition (Internal),Contract,16-Jul-18,1,1,31-Aug-18,No,31-Aug-18,N/A,"£177,079.00","£177,079.00",J C Mills & Sons Ltd,SME,5058262,Rochdale- Neighbourhoods
5079,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Rewire at Heybrook Primary School,Exemption,Contract,01-Sep-18,12,12,01-Sep-19,No,01-Sep-19,01-Jun-19,"£132,000.00","£132,000.00",Walsh Integrated Services ltd,Medium,2496955,Rochdale- Neighbourhoods
5086,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Proposed Replacement of Hot & Cold Pipework at Alkrington Primary School,RBS - Low/Med - Simple (RFQ),Contract,23-Jul-18,1,1,31-Aug-18,No,31-Aug-18,N/A,"£156,390.90","£156,390.90",J C Mills & Sons Ltd,SME,5058262,Rochdale- Neighbourhoods
5089,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Proposed Replacement of Heating pipework at Ashfield Valley Primary School,RBS - Low/Med - Simple (RFQ),Contract,23-Jul-18,1,1,31-Aug-18,No,31-Aug-18,N/A,"£196,955.00","£196,955.00",Jackson Jackson & Son Ltd,Medium,2591346,Rochdale- Neighbourhoods
5099,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Proposed Alterations and Extension at Newhey Community Primary School,RBS - Low/Med - Simple (RFQ),Contract,13-Aug-18,3,3,02-Nov-18,No,02-Nov-18,N/A,"£107,273.00","£107,273.00",Thomas Kershaw Builders Ltd,SME,1809894,Rochdale- Neighbourhoods
5114,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance","FRA Works incorporating jonery, electrical, compartmentation, decoration & fire curtain works",Call Off (Internal),Contract,16-Jul-18,1,1,31-Aug-18,No,N/A,N/A,"£54,382.00","£54,382.00",H Bell & Sons (Rochdale) Ltd,SME,1557160,Rochdale- Neighbourhoods
5117,Rochdale Council,"391100-Works - Construction, Repair & Maintenance : Buildings : ",Santander Bank Building MEP Works Phase 3,Exemption,Contract,18-Sep-17,12,12,18-Sep-18,No,N/A,N/A,"£750,000.00","£750,000.00",H Bell & Sons (Rochdale) Ltd,SME,1557160,Rochdale- Neighbourhoods
5118,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Maintenance of BMS System at Number One Riverside,Exemption,Contract,01-Aug-18,36,36,31-Jul-21,No,31-Jul-21,01-Jan-21,"£25,715.00","£67,715.00",Schneider Electric,Large,1407228,Rochdale- Neighbourhoods
5120,Rochdale Council,"391400-Works - Construction, Repair & Maintenance : Roads : ",Heights Lane Emergency Repairs,Exemption,Contract,01-Aug-18,1,1,31-Aug-18,No,31-Aug-18,N/A,"£15,000.00","£15,000.00",FW Sherratt Ltd ,Small,457427,Rochdale- Neighbourhoods
5121,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction","Proposed Classroom alterations and Toilet refurbishment at Littleborough Community Primary School, ",Call Off (Internal),Contract,23-Jul-18,1,1,24-Aug-18,No,24-Aug-18,N/A,"£61,447.00","£61,447.00",H Bell & Sons (Rochdale) Ltd,SME,1557160,Rochdale- Neighbourhoods
5125,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction","Proposed Replacement Kitchen Supply Air & Extract Ventilation & Associated Gas, Electrical Installation and Builders Works at Tudor Court, Heywood",RBS - Low - Quick Quote,Contract,-,-,-,17-Sep-18,-,-,-,"£25,000.00","£25,000.00",J C Mills & Son Limited,-,5058262,Rochdale- Neighbourhoods
5126,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Drainage Repairs at Heybrook Primary School,Call Off (Internal),Contract,25-Jul-18,1,1,31-Aug-18,No,N/A,N/A,"£42,679.80","£42,679.80",Kaberry Construction ,SME,479502,Rochdale- Neighbourhoods
5127,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance","Proposed Fire Safety Improvements at Norden Primary School, OL12 7RQ",Call Off (Internal),Contract,23-Jul-18,1,1,24-Aug-18,No,24-Aug-18,N/A,"£146,896.63","£146,896.63",Kaberry Construction ,SME,479503,Rochdale- Neighbourhoods
5131,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Internal Refurbishment Works at Derby Street Nursery and Children's Centre,Call Off (Internal),Contract,13-Aug-18,2,2,19-Oct-18,No,N/a,N/A,"£168,154.00","£168,154.00",Kaberry Construction ,SME,479502,Rochdale- Neighbourhoods
5144,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",To carry out works at Castleton School and Meadowfield Community Centre,Price only,Contract,22-Aug-18,1,1,03-Sep-18,No,N/A,N/A,"£10,375.00","£10,375.00",NB Works Ltd,SME,6823737,Rochdale- Neighbourhoods
5147,Rochdale Council,211000-Furniture & Soft Furnishings : Commercial Furniture : ,Chair Cover and Venue dressing for weddings at Rochdale Town Hall,Price only,Contract,20-Aug-18,12,12,19-Aug-18,No,N/A,01-Jul-18,"£20,000.00","£20,000.00",Lancashire Chair Covers,SME,-,Rochdale- Neighbourhoods
5154,Rochdale Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Re-roofing works at Spotland Community Centre,Mini Competition (Internal),Contract,10-Sep-18,1,1,05-Oct-18,No,N/A,N/A,"£31,090.00","£31,090.00",Allied Roofing & Construction Ltd,SME,2518468,Rochdale- Neighbourhoods
6046,Rochdale Council,261400-Human Resources : Temporary & Agency Staff : ,Temporary Head of Practice Improvements,Exemption,Contract,01-Mar-18,7,7,30-Sep-18,No,30-Sep-18,30-Jun-18,"£5,000.00","£5,000.00",Gatenby Sanderson,Small,9083909,Rochdale- Children's
6047,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,Microsoft Licenses - Enterprise Agreement,Mini Competition (External),Contract,01-Jul-18,36,36,30-Jun-21,No,30-Jun-21,01-Jan-21,"£590,935.11","£1,721,455.33",Phoenix Software Ltd,SME,2548628,Rochdale- Neighbourhoods
6049,Rochdale Council,271440-Information Communication Technology : Software : ,Egress Licences,RBS - Low - Quick Quote,Contract,01-Apr-18,12,12,31-Mar-19,No,31-Mar-19,30-Nov-18,"£12,948.00","£12,948.00",Landsccape Networrks Ltd,Small,9303141,Rochdale- Neighbourhoods
6088,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,2 FA Token Support and Maintenance,RBS - Low - Quick Quote,Contract,01-Jul-18,60,60,01-Jul-23,No,01-Jul-23,01-Jan-23,"£22,500.00","£112,500.00",SecureData Europe Limited,Medium,4365896,Rochdale- Resources
6102,Rochdale Council,271440-Information Communication Technology : Software : ,Citizen Space community subscription renewal,Exemption,Contract,02-Aug-18,12,12,01-Aug-19,No,02-Aug-19,02-Apr-19,"£7,000.00","£7,000.00",Delib Ltd,SME,5158056,Rochdale- Neighbourhoods
6104,Rochdale Council,271699-Information Communication Technology : Telecommunications : ,Provision of Mobile data Simms within the Council,Call Off (External),Contract,01-Aug-18,24,24,31-Jul-20,No,31-Jul-20,01-Jan-20,"£18,000.00","£36,000.00",Daisy Communications ,SME,4145329,Rochdale- Neighbourhoods
6120,Rochdale Council,152200-Consultancy : Technical & Feasibility : ,Mathew Moss High School - Architect,Exemption,Contract,12-Mar-18,29,29,14-Aug-20,No,14-Aug-20,N/A,"£106,225.00","£106,225.00",Pozzoni Architects,Medium,9412906,Rochdale- Resources
6121,Rochdale Council,152200-Consultancy : Technical & Feasibility : ,Mathew Moss High School - Architect,Exemption,Contract,12-Mar-18,17,17,14-Aug-19,No,14-Aug-19,N/A,"£82,050.00","£82,050.00",CBRE Ltd,Large,-,Rochdale- Resources
6122,Rochdale Council,271510-Information Communication Technology : Services : Application Service Provision,MAPINFO (25) pro license,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£5,200.00","£8,666.67",Agile Applications Ltd,Micro,7443094,Rochdale- Neighbourhoods
6123,Rochdale Council,271510-Information Communication Technology : Services : Application Service Provision,SWIFTMAP (112) & UniGazateer Consolidated ,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£4,732.98","£7,888.30",Agile Applications Ltd,Micro,7443094,Rochdale- Neighbourhoods
6124,Rochdale Council,271510-Information Communication Technology : Services : Application Service Provision,SWIFTSEARCH Consolidated annual maint,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£6,945.58","£11,575.97",Agile Applications Ltd,Micro,7443094,Rochdale- Neighbourhoods
6125,Rochdale Council,271501-Information Communication Technology : Services : ,iExchange & Singlepoint Annual subscription fee,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£6,173.10","£10,288.50",Aligned Assets,SME,4610725,Rochdale- Neighbourhoods
6126,Rochdale Council,271501-Information Communication Technology : Services : ,ARTIFAX Event & Online licence 5 user,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£2,961.66","£4,936.10",Artifax Software Ltd,SME,2007321,Rochdale- Neighbourhoods
6127,Rochdale Council,271440-Information Communication Technology : Software : ,Email Archiving Solution,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£7,100.00","£11,833.33",Baracuda Networks,SME,10511311,Rochdale- Neighbourhoods
6128,Rochdale Council,271501-Information Communication Technology : Services : ,"Middleton smartserve kiosks x 2Heywood Smartserve Kiosks x 2, RFID Maintenance Rochdale SmartServe Kiosk(smartstation 100) x 3, 271501-Information Communication Technology : Services : ",Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,659.59","£6,099.32",Bibliotheca,SME,2983151,Rochdale- Neighbourhoods
6129,Rochdale Council,271501-Information Communication Technology : Services : ,Cloud Services – Remote backup solutions for schools,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£24,960.00","£41,600.00",BlueRaq Networks Limited (trading as BackupVault),Large,5104805,Rochdale- Neighbourhoods
6130,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,Annual Maintenance & Support for the Capita ONE Education system,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£114,639.78","£76,426.52",Capita Children's Services,Large,2299747,Rochdale- Neighbourhoods
6132,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,Online payments system - FLARE (30 user subscription) SH App Support Goldstar & Sculptor,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£22,582.46","£37,637.43",Civica UK Ltd,Large,1628868,Rochdale- Neighbourhoods
6133,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,FLARE - (25 user) EH/TS App Support Goldstar & Sculptor CGPM005248 & consumer Direct Connector,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£21,041.23","£35,068.72",Civica UK Ltd,Large,1628868,Rochdale- Economy
6134,Rochdale Council,271440-Information Communication Technology : Software : ,"Public Admin Licence, Professional Employees - 489 No",Quote,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£10,003.82","£16,673.03",Copyright Licensing Agency,Small,1690026,Rochdale- Neighbourhoods
6135,Rochdale Council,271699-Information Communication Technology : Telecommunications : ,Call & services less call charges  One Riverside (Billable),Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£22,358.00","£37,263.33",Daisy Communications,SME,4211657,Rochdale- Resources
6136,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,SAP Business Objects Standard Level Support and Maintenance Renewal,Exemption,Contract,01-Aug-18,17,17,31-Dec-19,No,31-Dec-19,01-Jun-19,"£15,308.78","£21,687.44",Eden House,SME,6498946,Rochdale- Neighbourhoods
6137,Rochdale Council,271440-Information Communication Technology : Software : ,FACE recording & Measurement Systems,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,824.00","£6,373.33",Imosphere,Micro,2878495,Rochdale- Neighbourhoods
6138,Rochdale Council,271501-Information Communication Technology : Services : ,LA Subscription to FFT website,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£16,856.00","£28,093.33",Fischer Education project ltd,VCSE,3685684,Rochdale- Neighbourhoods
6139,Rochdale Council,271440-Information Communication Technology : Software : ,Annual support of Aspect Unified Contact Centre,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£16,745.04","£27,908.40",Freedom Communications UK Limited,SME,2443243,Rochdale- Neighbourhoods
6140,Rochdale Council,271440-Information Communication Technology : Software : ,Audiocodes SBC maint & support,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£4,295.00","£7,158.33",Freedom Communications UK Limited,SME,2443244,Rochdale- Neighbourhoods
6141,Rochdale Council,271440-Information Communication Technology : Software : ,Microsoft Lync & Redbox Support,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£15,591.00","£25,985.00",Freedom Communications UK Limited,SME,2443245,Rochdale- Neighbourhoods
6142,Rochdale Council,271501-Information Communication Technology : Services : ,CC NGN calls GB070536,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£23,491.38","£39,152.30",Gamma Telecom Limited,Large,4340834,Rochdale- Neighbourhoods
6143,Rochdale Council,271501-Information Communication Technology : Services : ,Instant Atlas,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£4,150.43","£6,917.38",Geowise Ltd,SME,SC177156,Rochdale- Neighbourhoods
6144,Rochdale Council,271501-Information Communication Technology : Services : ,Autocad - Bridges,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£9,845.00","£16,048.33",Graitec,Small,1661312,Rochdale- Neighbourhoods
6145,Rochdale Council,271501-Information Communication Technology : Services : ,SUPERstress - Bridges,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,1//4/19,"£3,278.00","£5,463.33",Graitec,Small,1661312,Rochdale- Neighbourhoods
6146,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,IDOX Annual maintenance,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£12,750.00","£21,250.00",Idox Group,Large,2933889,Rochdale- Neighbourhoods
6147,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,LALPAC & GENPAC Taxi Licensing,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£17,423.40","£29,039.00",Idox Group,Large,2933889,Rochdale- Neighbourhoods
6148,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,LalPac licence,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£7,806.59","£13,010.98",Idox Group,SME,"04211747
 
",Rochdale- Neighbourhoods
6149,Rochdale Council,271420-Information Communication Technology : Services : Online Services,CIS Core + Bldg + CS + ME+ CM/Online. Specify-it/Building/Gold Svc/Online,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£15,057.92","£25,096.53",IHS Global Ltd,Large,788737,Rochdale- Neighbourhoods
6150,Rochdale Council,271420-Information Communication Technology : Services : Online Services,Icam Annual support,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,040.92","£5,068.20",Insight Media,Micro,3631231,Rochdale- Neighbourhoods
6151,Rochdale Council,271420-Information Communication Technology : Services : Online Services,Transys software,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£6,179.58","£10,299.30",KL2,Micro,2800733,Rochdale- Neighbourhoods
6152,Rochdale Council,271420-Information Communication Technology : Services : Online Services,Kodak scanner maintenance,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Oct-19,"£3,819.30","£6,365.50",Kodak,Large,59535,Rochdale- Neighbourhoods
6153,Rochdale Council,271501-Information Communication Technology : Services : ,Modern Government Software,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£7,010.00","£11,683.33",Modern Mindset,SME,2208130,Rochdale- Neighbourhoods
6154,Rochdale Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Annual Examination Results analysis software (NCER EPAS & KEYPASS Subscription),Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£6,997.16","£11,628.60",National Consortium for Examination Results,SME,7960839,Rochdale- Neighbourhoods
6155,Rochdale Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,500 Egress Premium support & maintenance and file transfer infrastructure,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£9,137.87","£15,229.78",Network Technology Solutions,SME,5224904,Rochdale- Neighbourhoods
6156,Rochdale Council,271501-Information Communication Technology : Services : ,Income Management Solution Lot 1,Exemption,Contract,01-Aug-18,17,17,31-Dec-19,No,31-Dec-19,01-Apr-19,"£50,000.00","£70,833.33",Northgate Public Services Ltd,Large,968498,Rochdale- Neighbourhoods
6157,Rochdale Council,271501-Information Communication Technology : Services : ,Paris Income collection,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£10,052.00","£6,701.33",Northgate Public Services Ltd,Large,968498,Rochdale- Neighbourhoods
6158,Rochdale Council,271501-Information Communication Technology : Services : ,Pericles - Business Rates,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£5,481.00","£3,654.00",Northgate Public Services Ltd,Large,968498,Rochdale- Neighbourhoods
6159,Rochdale Council,271501-Information Communication Technology : Services : ,Pericles - Council Tax,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£19,659.28","£13,106.19",Northgate Public Services Ltd,Large,968498,Rochdale- Neighbourhoods
6160,Rochdale Council,271501-Information Communication Technology : Services : ,FIMS verify/benefits,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£4,518.27","£3,012.18",Northgate Public Services Ltd,Large,968498,Rochdale- Neighbourhoods
6161,Rochdale Council,271501-Information Communication Technology : Services : ,FIMS3 Fraud Management Software,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£4,200.00","£2,800.00",Northgate Public Services Ltd,Large,968498,Rochdale- Resources
6162,Rochdale Council,271501-Information Communication Technology : Services : ,Provision support and maintenance of Citrix licenses used within the Council,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£6,359.00","£4,239.33",Phoenix Software Ltd,SME,2548628,Rochdale- Neighbourhoods
6163,Rochdale Council,271501-Information Communication Technology : Services : ,Provision of 10 licences with Support and Maintenance for VMWare Server and VSphere infrastructure,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£8,925.48","£5,950.32",Phoenix Software Ltd,SME,2548628,Rochdale- Neighbourhoods
6164,Rochdale Council,271501-Information Communication Technology : Services : ,vCenter Server 5 Foundation 2vCenter Server 5 Standard 1vCenter Server 6 Standard 2vCenter Site Recovery Manager 5 Standard 100vSphere 6 Enterprise 6vSphere 6 Enterprise Plus 16,Exemption,Contract,01-Aug-18,8,8,31-Mar-19,No,31-Mar-19,01-Oct-18,"£27,029.42","£18,019.61",Phoenix Software Ltd,SME,2548629,Rochdale- Neighbourhoods
6166,Rochdale Council,271700-Information Communication Technology : Telecommunications : Fixed,Health and Social Care Network (HSCN) connection,Procured by Other,Contract,10-Sep-18,60,60,10-Sep-23,No,10-Sep-23,10-Sep-22,"£36,332.64","£36,332.64",Virgin Media Business,Large,-,-
6175,Rochdale Council,271501-Information Communication Technology : Services : ,Database containing details of blue badge holders ,RBS - Low - Quick Quote,Contract,01-Aug-18,24,48,31-Jul-20,No,31-Jul-22,01-Feb-20,"£6,000.00","£12,000.00",Northgate Public Services Ltd,Large,968498,Rochdale- Resources
6177,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,Annual Maintenance & Support for the e-VINCE Software system for Children and families service provision,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£16,537.00","£27,561.67",Open Objects,SME,3612672,Rochdale- Neighbourhoods
6179,Rochdale Council,192110-Facilities & Management Services : Room Hire : ,Room Hire for EDIT SIMS Training,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£9,000.00","£15,000.00",Oulder Hill,Medium,GMBL1328231,Rochdale- Neighbourhoods
6180,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,"Controcc Adults Annual Maintenance & Helpdesk, Online Financial Assessment Module and Provider Portal ",Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£44,806.47","£74,677.45","Oxford Computer Consultants
",SME,3521204,Rochdale- Neighbourhoods
6181,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,Controcc Adults client contribution module,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,211.68","£5,352.80","Oxford Computer Consultants
",SME,3521204,Rochdale- Neighbourhoods
6182,Rochdale Council,271440-Information Communication Technology : Software : ,Quorum software (up to 25 clerks),Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,150.00","£5,250.00",Paritor,Micro,6980826,Rochdale- Neighbourhoods
6185,Rochdale Council,271501-Information Communication Technology : Services : ,Microsoft EES agreement for software at schools,Exemption,Contract,01-Aug-18,9,9,30-Apr-19,No,30-Apr-19,01-Nov-18,"£37,800.00","£28,350.00",Phoenix Software Ltd,SME,2548628,Rochdale- Resources
6189,Rochdale Council,271501-Information Communication Technology : Services : ,SC005631 Onbase EDRMS,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£79,070.50","£131,784.17",Processflows,Medium,2120661,Rochdale- Resources
6190,Rochdale Council,271440-Information Communication Technology : Software : ,Cisco Maintenance,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£17,568.88","£29,280.00",Specialist Computer Centres Plc (SCC),Large,1428210,Rochdale- Neighbourhoods
6192,Rochdale Council,271440-Information Communication Technology : Software : ,Sharepoint website address,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,500.00","£5,833.33",Sitemorse Ltd,SME,8451256,Rochdale- Neighbourhoods
6193,Rochdale Council,271440-Information Communication Technology : Software : ,200 x Airwatch Licences,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£2,562.00","£4,270.00",Softcat Plc,Large,2174990,Rochdale- Neighbourhoods
6194,Rochdale Council,271440-Information Communication Technology : Software : ,50 Airwatch mobile device management software plus an additional 100 Airwatch licences plus a further 100 -march 2016,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£2,359.50","£3,932.50",Softcat Plc,Large,2174990,Rochdale- Neighbourhoods
6195,Rochdale Council,271440-Information Communication Technology : Software : ,SEA Roadflow Mobile Version,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,916.51","£6,527.52",Conduent Parking Enforcement Solutions Ltd - previously known as Spur Information Solutions,Small,2840514,Rochdale- Neighbourhoods
6196,Rochdale Council,271440-Information Communication Technology : Software : ,SEA SI DEM SUPPORT,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£3,916.51","£6,527.52",Conduent Parking Enforcement Solutions Ltd - previously known as Spur Information Solutions,Small,2840514,Rochdale- Neighbourhoods
6197,Rochdale Council,271430-Information Communication Technology : Software : Commercial Off-The-Shelf,Environmental Enforcement Software,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£31,000.00","£51,666.67",StarTraq Limited,Small,4623760,Rochdale- Neighbourhoods
6200,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,GMRAPS annual renewal of the Rochdale licence group - 4 licences for the period 01/08/2018 - 31/03/2019,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£12,008.00","£20,013.33",Symology,Medium,1760502,Rochdale- Neighbourhoods
6201,Rochdale Council,271501-Information Communication Technology : Services : ,iNetwork membership,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£6,500.00","£10,833.33",Tameside Council,VCSE,GBML2869141,Rochdale- Neighbourhoods
6202,Rochdale Council,271501-Information Communication Technology : Services : ,BECS,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£20,000.00","£33,333.33",Team Netsol Ltd,SME,3697370,Rochdale- Neighbourhoods
6203,Rochdale Council,271501-Information Communication Technology : Services : ,Rochdale IPED Service annual charge (secure IP communication),Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£5,768.00","£9,613.33",Thales UK Ltd,Large,868273,Rochdale- Neighbourhoods
6204,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,Atrium EAM licence and support,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£11,500.00","£19,166.67",Trimble UK - (Manhatten),Large,4069823,Rochdale- Resources
6205,Rochdale Council,271420-Information Communication Technology : Services : Online Services,Atrium EAM Hosting fee,Exemption,Contract,01-Aug-18,20,20,31-Mar-20,No,31-Mar-20,01-Apr-19,"£16,540.00","£27,566.67",Trimble UK - (Manhatten),Large,4069823,Rochdale- Resources
6207,Rochdale Council,271501-Information Communication Technology : Services : ,Artificial intelligence and Analytical Data,Exemption,Contract,16-Aug-18,12,12,16-Aug-19,No,16-Aug-19,16-Jun-19,"£12,000.00","£24,000.00",Algorithmic Economics Limited,SME,10836060,Rochdale- Economy
6209,Rochdale Council,271501-Information Communication Technology : Services : ,Document management system for Revenues and Benefits service,Exemption,Contract,01-Aug-18,17,17,31-Dec-19,No,31-Dec-19,01-Apr-19,"£23,000.00","£32,583.33",Northgate Public Services Ltd,Large,968498,Rochdale- Resources
6215,Rochdale Council,271501-Information Communication Technology : Services : ,Digital Security Penetration Testing (PEN testing),Procured by Other,Contract,10-Aug-18,3,3,20-Nov-18,No,20-Nov-18,10-Aug-18,"£13,775.00","£13,775.00",Capita Cyber Security,Large,2299747,Rochdale- Neighbourhoods
