BeneficiaryOtherID,BeneficiaryName,OrganisationalUnit,Purpose,ContractRef,Amount,IrrecoverableVATAmount,PaymentDate
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials Land And Build,164966,1580,0,12/09/2013
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials Land And Build,165737,528.72,0,26/09/2013
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials Land And Build,165739,417.06,0,26/09/2013
1447,Avoncrop Amenity Products Ltd,Parks And Pleasure Grounds,Materials,166186,649.5,0,07/10/2013
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials Land And Build,166247,1518,0,07/10/2013
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials Land And Build,166248,2346,0,10/10/2013
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials Land And Build,166250,1700,0,07/10/2013
1447,Avoncrop Amenity Products Ltd,Parks And Pleasure Grounds,Materials,172353,936,0,05/03/2014
1447,Avoncrop Amenity Products Ltd,Sports Grounds,Materials,172353,1084.79,0,05/03/2014
274283,Axminster Power Tool Centre,Property And Estates Services,Small Plant And Tools,168499,1304.97,0,09/12/2013
274283,Axminster Power Tool Centre,Street Scene Support Services,Purchase Of Plant,173075,324.91,0,24/03/2014
142701,Axminster Town Council,Economic Development,Grants Payable,159684,1000,0,16/05/2013
602825,Backworld Contract Sales Limited,Supervision And Mgt General,Furniture Purchase,165275,705.5,0,23/09/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,123670,21188,0,20/06/2013
IF000743,Bagwells Limited,Corporate Buildings,Major Build Works,157658,8286.82,0,04/04/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,157887,162270.32,0,08/04/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,157888,575.15,0,08/04/2013
IF000743,Bagwells Limited,Hra Affordable Housing,Property Contractors,157889,10037.99,0,08/04/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,159775,45375.33,0,20/05/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,160164,683.35,0,23/05/2013
IF000743,Bagwells Limited,Improvements Hra,Property Contractors,161588,4991.73,0,24/06/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,163548,4284.98,0,08/08/2013
IF000743,Bagwells Limited,Capital Sprts Centres And Pool,Major Build Works,164407,38479.16,0,30/08/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,165861,103081.71,0,30/09/2013
IF000743,Bagwells Limited,Hra Affordable Housing,Property Contractors,166209,1328.3,0,07/10/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,166670,1850.77,0,17/10/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,166793,52214.13,0,21/10/2013
IF000743,Bagwells Limited,Hra Affordable Housing,Property Contractors,167000,558.19,0,28/10/2013
IF000743,Bagwells Limited,Capital Parks And Pleasure Grn,Major Build Works,167693,14413.94,0,14/11/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,168114,30124.12,0,21/11/2013
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,169028,100460.09,0,13/12/2013
IF000743,Bagwells Limited,Capital Parks And Pleasure Grn,Major Build Works,169310,22894.46,0,20/12/2013
IF000743,Bagwells Limited,Corporate Buildings,Planned Mtce Sa Corp Budget,170270,2185.65,0,16/01/2014
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,170393,9393.28,0,20/01/2014
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,170395,31679.3,0,20/01/2014
IF000743,Bagwells Limited,Corporate Buildings,Planned Mtce Sa Corp Budget,171056,8095.62,0,06/02/2014
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,172373,156783.15,0,03/03/2014
IF000743,Bagwells Limited,Capital Public Conveniences,Major Build Works,172379,40658.73,0,05/03/2014
IF000743,Bagwells Limited,Hra Major Repairs Spend,Property Contractors,173401,65255.85,0,24/03/2014
IF000743,Bagwells Limited,Capital Public Conveniences,Major Build Works,173559,33736.91,0,28/03/2014
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,157792,849.12,0,08/04/2013
253405,Baker Electrical Ltd,Public Conveniences,Planned Mtce Sa Corp Budget,160150,1071,0,23/05/2013
253405,Baker Electrical Ltd,Public Conveniences,Property Maintenance Ad Hoc,160151,466.84,0,23/05/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,160152,588.1,0,23/05/2013
253405,Baker Electrical Ltd,Corporate Buildings,Property Maintenance Ad Hoc,160889,684.98,0,13/06/2013
253405,Baker Electrical Ltd,Sports Grounds,Property Maintenance Ad Hoc,160889,539.6,0,13/06/2013
253405,Baker Electrical Ltd,Public Conveniences,Planned Mtce Sa Corp Budget,161458,300.6,0,20/06/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Contractors To Led,161573,381.92,0,27/06/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,161573,419.35,0,27/06/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,162531,180,0,12/07/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,163360,338.34,0,05/08/2013
253405,Baker Electrical Ltd,Arts Development,Planned Mtce Sa Corp Budget,163386,112.5,0,05/08/2013
253405,Baker Electrical Ltd,Economic Development,Planned Mtce Sa Corp Budget,163386,837,0,05/08/2013
253405,Baker Electrical Ltd,Industrial Sites,Property Maintenance Ad Hoc,164130,1659.14,0,19/08/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,164336,472.5,0,22/08/2013
253405,Baker Electrical Ltd,Parks And Pleasure Grounds,Planned Mtce Sa Corp Budget,164337,31.5,0,22/08/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,164337,837,0,22/08/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,164338,986.4,0,22/08/2013
253405,Baker Electrical Ltd,Sports Grounds,Planned Mtce Sa Corp Budget,164338,112.5,0,22/08/2013
253405,Baker Electrical Ltd,Corporate Buildings,Planned Mtce Sa Corp Budget,165201,1459.8,0,16/09/2013
253405,Baker Electrical Ltd,Corporate Buildings,Property Maintenance Ad Hoc,165201,1378.2,0,16/09/2013
253405,Baker Electrical Ltd,Public Halls,Property Maintenance Ad Hoc,165451,518.04,0,23/09/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,165659,1501.59,0,26/09/2013
253405,Baker Electrical Ltd,Capital Sprts Centres And Pool,Major Build Works,165660,1256.73,0,26/09/2013
253405,Baker Electrical Ltd,Capital Sprts Centres And Pool,Major Build Works,167069,596.78,0,07/11/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Contractors To Led,167282,632.42,0,07/11/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,167487,602.87,0,11/11/2013
253405,Baker Electrical Ltd,Industrial Sites,Planned Mtce Sa Corp Budget,167641,180,0,11/11/2013
253405,Baker Electrical Ltd,Parks And Pleasure Grounds,Planned Mtce Sa Corp Budget,167641,31.5,0,11/11/2013
253405,Baker Electrical Ltd,Public Conveniences,Planned Mtce Sa Corp Budget,167641,104.4,0,11/11/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,167641,322.22,0,11/11/2013
253405,Baker Electrical Ltd,Sports Grounds,Planned Mtce Sa Corp Budget,167641,25,0,11/11/2013
253405,Baker Electrical Ltd,Public Halls,Planned Mtce Sa Corp Budget,167642,112.5,0,11/11/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,167642,1192.5,0,11/11/2013
253405,Baker Electrical Ltd,Sports Grounds,Planned Mtce Sa Corp Budget,167642,90,0,11/11/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,167836,617.43,0,14/11/2013
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Contractors To Led,171923,247.83,0,27/02/2014
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,171923,449.17,0,27/02/2014
253405,Baker Electrical Ltd,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,172368,550.85,0,05/03/2014
253405,Baker Electrical Ltd,Public Conveniences,Property Maintenance Ad Hoc,173378,569.77,0,28/03/2014
548333,Bale Group Ltd,Flood Prevention Revenue,Property Contractors,157639,750,0,18/04/2013
548333,Bale Group Ltd,Flood Prevention Revenue,Property Contractors,158737,650,0,13/05/2013
548333,Bale Group Ltd,Corporate Buildings,Non Property Contractors,159595,2285.56,0,28/05/2013
548333,Bale Group Ltd,Flood Prevention Revenue,Property Contractors,162366,1450,0,11/07/2013
548333,Bale Group Ltd,Car Parks,Property Contractors,167256,437.79,0,04/11/2013
548333,Bale Group Ltd,Corporate Buildings,Property Contractors,167256,1203.93,0,04/11/2013
548333,Bale Group Ltd,Gully Cleaning,Property Contractors,167256,328.34,0,04/11/2013
548333,Bale Group Ltd,Industrial Sites,Property Contractors,167256,218.9,0,04/11/2013
548333,Bale Group Ltd,Flood Prevention Revenue,Property Contractors,169121,650,0,13/01/2014
BALLET,Ballet Theatre Uk Ltd,Public Halls,Professional Performers,161406,1188,0,24/06/2013
BALLET,Ballet Theatre Uk Ltd,Public Halls,Professional Performers,168995,8770.5,0,13/12/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,157361,1583.33,0,11/04/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,161600,1583.33,0,24/06/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,162012,1583.33,0,04/07/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,165355,1583.33,0,19/09/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,168549,1583.33,0,03/12/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,168550,1583.33,0,03/12/2013
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,170430,1583.33,0,20/01/2014
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,170431,1583.33,0,20/01/2014
442524,B A Pyne & Son,Flood Prevention Revenue,Property Contractors,173544,3166.66,0,28/03/2014
395226,Bartlett Digital Print,Elections,External Printing,159553,4160,0,16/05/2013
812487,Baters Removals,Corporate Buildings,Property Maintenance Ad Hoc,166948,538,0,11/11/2013
6833139,Baytek Voice & Data Ltd,Homesafeguard,Consultancy=Advice,159304,220,0,09/05/2013
6833139,Baytek Voice & Data Ltd,Homesafeguard,It Hardware Mtce Agreements,159304,354,0,09/05/2013
6833139,Baytek Voice & Data Ltd,Economic Development,Property Contractors,162016,732,0,04/07/2013
6833139,Baytek Voice & Data Ltd,Public Halls,It Hardware Purchase,162250,2281,0,08/07/2013
6833139,Baytek Voice & Data Ltd,Homesafeguard,It Hardware Purchase,172064,1528.5,0,27/02/2014
IF001021,Beaver Flooring,Cyclical Maintenance,Hra Prop Contractors Interface,121587,1686.9,0,13/05/2013
IF001021,Beaver Flooring,Annual Programmed Maintenance,Hra Prop Contractors Interface,124026,576,0,27/06/2013
IF001021,Beaver Flooring,Interface Suspense,Interface Suspense,133778,3751,0,19/02/2014
IF001021,Beaver Flooring,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,173532,3950,0,28/03/2014
612910,Beer Head Caravan Park,Public Conveniences,Contribution To Running Costs,157331,3320,0,04/04/2013
4556P,Beer News,Car Parks,Commission,170045,557.75,0,03/02/2014
478741,Bell Cornwell Llp,Corporate Buildings,Consultancy=Advice,158393,695.93,0,18/04/2013
478741,Bell Cornwell Llp,Corporate Buildings,Consultancy=Advice,158394,712.5,0,18/04/2013
467836,Benchmark Surveys,Capital Industriall Sites,Surveyors Fees,162056,640,0,08/07/2013
467836,Benchmark Surveys,Capital Parks And Pleasure Grn,Surveyors Fees,162056,320,0,08/07/2013
467836,Benchmark Surveys,Capital Industriall Sites,Surveyors Fees,164989,315,0,30/09/2013
151751,Besley & Copp Ltd,Car Parks,Stationery,171310,2196,0,24/02/2014
151751,Besley & Copp Ltd,Car Parks,Stationery,171311,530,0,24/02/2014
151751,Besley & Copp Ltd,Car Parks,Stationery,172322,1030,0,13/03/2014
620149,Bespoke Buffets,Strategic Devm'T & P'Ship Mgmt,Catering,166673,747.5,0,21/10/2013
440700,Best Buy Office Chairs,Supervision And Mgt Special,Equipment & Plant Purchase,162194,522,0,08/07/2013
785059,B.G.May,Parks And Pleasure Grounds,Materials,169578,393,0,16/01/2014
532606,Bicton College,Street Cleansing,Officer Training,164762,53.5,0,12/09/2013
532606,Bicton College,Street Scene Support Services,Officer Training,164762,2231.5,0,12/09/2013
532606,Bicton College,Aonb And Countryside,Catering,167520,288,0,07/11/2013
532606,Bicton College,Aonb And Countryside,Room Hire,167520,500,0,07/11/2013
532606,Bicton College,Parks And Pleasure Grounds,Officer Training,172169,2300,0,24/03/2014
314130,Binding Bazaar,Ict Services,Materials,164129,140.9,0,19/08/2013
206088,Bird Busters,Public Halls,Planned Mtce Sa Corp Budget,160540,1050,0,03/06/2013
825395,Bishops Clyst Parish Council,Tax & Nonspecific Grant Income,Capital Grants,161095,3611.6,0,13/06/2013
825395,Bishops Clyst Parish Council,Tax & Nonspecific Grant Income,Volunteer Training,169037,1296.9,0,13/12/2013
894898,Bluefort Security Ltd,Ict Services,It Hardware Purchase,161620,1451.45,0,27/06/2013
894898,Bluefort Security Ltd,Ict Services,It Software Annual Costs,161620,163,0,27/06/2013
894898,Bluefort Security Ltd,Ict Services,It Software Purchase/Upgrade,161620,569.8,0,27/06/2013
894898,Bluefort Security Ltd,Ict Services,It Hardware Mtce Agreements,168188,2312.6,0,28/11/2013
894898,Bluefort Security Ltd,Ict Services,It Hardware Purchase,171120,2160,0,06/02/2014
894898,Bluefort Security Ltd,Ict Services,It Hardware Purchase,171982,3853.3,0,27/02/2014
887,Bollards International Ltd,Street Cleansing,Materials,168891,561.5,0,13/12/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Equipment Hire,158356,65.65,0,18/04/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,158356,792.18,0,18/04/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,160160,632.43,0,23/05/2013
110248,Bradfords Building Supplies Limited,Aonb And Countryside,Materials,163545,560.64,0,08/08/2013
110248,Bradfords Building Supplies Limited,Parks And Pleasure Grounds,Materials,163966,658.55,0,15/08/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Equipment Hire,164096,34.93,0,19/08/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,164096,1125,0,19/08/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,165371,884.58,0,19/09/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Contractors To Led,166680,91.08,0,17/10/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Equipment Hire,166680,77.89,0,17/10/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,166680,830.25,0,17/10/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Contractors To Led,167842,148.61,0,14/11/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Equipment Hire,167842,63.18,0,14/11/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,167842,1578.97,0,14/11/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Contractors To Led,169289,8.99,0,20/12/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,169289,544.4,0,20/12/2013
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,171236,580.24,0,06/02/2014
110248,Bradfords Building Supplies Limited,Property And Estates Services,Materials Land And Build,171780,680.05,0,17/02/2014
320315,Brandfixed Ltd,Corporate Buildings,It Hardware Purchase,166954,695,0,31/10/2013
320315,Brandfixed Ltd,Growth Point,It Hardware Purchase,166954,2530,0,31/10/2013
241628,Bristol City Council,Parks And Pleasure Grounds,Materials,169474,5645.5,0,03/01/2014
447064,Britdoors Group Limited,Hra Major Repairs Spend,Property Contractors,158532,25528.12,0,22/04/2013
447064,Britdoors Group Limited,Hra Major Repairs Spend,Property Contractors,158849,2781,0,29/04/2013
447064,Britdoors Group Limited,Hra Major Repairs Spend,Property Contractors,159779,1550,0,20/05/2013
447064,Britdoors Group Limited,Hra Major Repairs Spend,Property Contractors,163553,11106.38,0,08/08/2013
447064,Britdoors Group Limited,Hra Major Repairs Spend,Property Contractors,163554,6282.3,0,08/08/2013
