Id,Indicator,CollectionFrequency,YearType,Year,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2014/2015,0.9,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2015/2016,2.2,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2016/2017,0.78,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2017/2018,0.8,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2018/2019,0.7,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2019/2020,0.5,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2020/2021,0.5,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2021/2022,0.5,,,,,,,,,,,,,,,,,Up is Good
ASCOF2B2,Proportion of older people (65 and over) who were offered reablement services following discharge from hospital,Annual,Financial Year,2022/2023,1.1,,,,,,,,,,,,,,,,,Up is Good
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2011/2012,17.3,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2012/2013,18.2,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2013/2014,17.6,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2014/2015,11.6,9.15,11.98,13.01,13.01,12.35,12.56,13.01,13.01,13.16,13.57,13.15,13.15,12.87,12.14,11.89,11.89,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2015/2016,13.2,6.55,9.53,10.73,10.73,10.88,11.32,11.82,11.82,11.41,12.07,12.32,12.32,13.29,13.31,13.36,13.36,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2016/2017,16.85,18.22,16.16,17.63,17.63,17.63,17.87,18.02,18.02,18.13,18.59,18.02,18.02,17.22,16.72,16.85,16.85,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2017/2018,13.5,14.5,13.4,12.1,12.1,11.4,11.4,11.9,11.9,12.1,12.4,13.1,13.1,13.3,13.4,13.5,13.5,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2018/2019,17.3,19.8,18.8,19.2,19.2,17.4,17.6,17.7,17.7,18,17.8,17.7,17.7,17.6,17.6,17.5,17.5,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2019/2020,15.4,21.8,21.1,20.3,20.3,18.7,17.5,17.3,17.3,16.7,16,15.6,15.6,15.7,15.6,,,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C1,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2015/2016,13.36,6.55,12.51,13.11,10.72,11.32,13.11,14.3,12.91,8.94,16.68,14.3,13.31,22.05,11.32,16.09,16.49,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2016/2017,16.85,18.22,14.1,20.57,17.63,17.63,18.81,18.81,18.41,18.81,21.74,13.52,18.02,9.99,11.75,18.22,13.32,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2017/2018,13.5,14.5,12.3,9.6,12.1,9.1,11.4,14.6,11.7,13.2,14.5,18.7,15.5,14.9,15.1,13.9,14.6,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2018/2019,17.3,19.8,17.8,20,19.2,11.8,18.3,18.6,16.2,19.4,16.6,17.2,17.7,16.7,16.9,17,16.7,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2019/2020,,21.8,20.5,18.5,20.3,14.2,12.7,16,14.3,13.5,10.9,12.7,12.4,16.1,15.2,,,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C1a,"Delayed transfers of care from hospital, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2011/2012,3.2,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2012/2013,10.7,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2013/2014,11.1,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2014/2015,6.3,4.27,3.96,5.08,5.08,5.79,5.98,6.2,6.2,6.62,7.09,7.25,7.25,7.08,6.6,6.35,6.35,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2015/2016,6.9,2.38,3.87,4.77,4.77,5.36,5.36,5.86,5.86,5.96,6.18,6.16,6.16,6.97,6.83,6.95,6.95,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2016/2017,7.49,9.4,8.23,9.99,9.99,9.99,9.64,9.31,9.31,8.9,9.04,8.75,8.75,8.11,7.64,7.49,7.49,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2017/2018,6.4,5.8,5.1,4.6,4.6,4.6,4.5,5.2,5.2,5.6,6,6.5,6.5,6.5,6.5,6.4,6.4,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2018/2019,6.6,7.3,7.6,7.9,7.9,6.9,7.2,7.4,7.4,7.5,7.5,7.2,7.2,7,6.8,6.6,6.6,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2019/2020,4.9,5.3,5.4,5.9,5.9,5.8,5.6,5.6,5.6,5.5,5.1,5,5,5,5,,,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (YTD Average)",Monthly,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2015/2016,6.95,2.38,5.36,6.55,4.76,7.15,5.36,8.34,6.95,6.55,7.75,5.96,6.75,14.3,5.36,8.34,9.33,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2016/2017,7.49,9.4,7.05,13.52,9.99,9.99,8.23,7.64,8.62,6.46,9.99,6.46,7.63,2.35,2.94,5.88,3.72,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2017/2018,6.4,5.8,4.4,3.7,4.6,4.6,4.3,8.4,5.8,7.9,8.8,10.3,9,6.8,6.4,4.8,6,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2018/2019,6.6,7.3,8,8.4,7.9,4.1,8.2,8.6,7,8.1,7.4,5,6.8,4.6,5.6,4.2,4.8,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2019/2020,,5.3,5.4,7.1,5.9,5.5,4.9,5.7,5.4,4.5,2.6,4,3.7,5.3,4.8,,,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF2C2a,"Delayed transfers of care from hospital which are attributable to adult social care, per 100,000 population (New definition from 2017/18) - (Monthly Snapshot)",Monthly,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2011/2012,64,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2012/2013,65.8,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2013/2014,67.4,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2014/2015,67.1,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2015/2016,64,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2016/2017,62.4,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2017/2018,62.9,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2018/2019,63.8,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2019/2020,68.1,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2020/2021,72.3,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2021/2022,65.1,,,,,,,,,,,,,,,,,Up is Good
ASCOF3A,Overall satisfaction of people who use services with their care and support,Annual,Financial Year,2022/2023,66.5,,,,,,,,,,,,,,,,,Up is Good
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2010/2011,0,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2011/2012,27,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2012/2013,36,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2013/2014,15,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2014/2015,3,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2015/2016,0,,,,,,,,0,,,,0,,,,0,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2016/2017,298,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2017/2018,546,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2018/2019,713,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2019/2020,832,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2020/2021,685,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2021/2022,367,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2022/2023,119,,,,,,,,,,,,,,,,,Up is Bad
BW06a,No of council homes in York failing to meet the decency standard,Annual,Financial Year,2023/2024,140,,,,,,,,,,,,,,,,,Up is Bad
CAN027,Average Annual Mean Nitrogen Dioxide concentration in Salisbury Terrace (ug/m3) (Calendar Year),Annual,Financial Year,2010/2011,44,,,,,,,,,,,,,,,,,Up is Bad
CAN027,Average Annual Mean Nitrogen Dioxide concentration in Salisbury Terrace (ug/m3) (Calendar Year),Annual,Financial Year,2011/2012,37.04,,,,,,,,,,,,,,,,,Up is Bad
CAN027,Average Annual Mean Nitrogen Dioxide concentration in Salisbury Terrace (ug/m3) (Calendar Year),Annual,Financial Year,2012/2013,34.42,,,,,,,,,,,,,,,,,Up is Bad
CAN027,Average Annual Mean Nitrogen Dioxide concentration in Salisbury Terrace (ug/m3) (Calendar Year),Annual,Financial Year,2013/2014,29.51,,,,,,,,,,,,,,,,,Up is Bad
CAN027,Average Annual Mean Nitrogen Dioxide concentration in Salisbury Terrace (ug/m3) (Calendar Year),Annual,Financial Year,2014/2015,32.07,,,,,,,,,,,,,,,,,Up is Bad
