"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 6 - National","62540","69061","Manager - Free Schools, FE and Skills Grade 6-North East","2.00","Other","North East"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","Grade 6 - National","62540","69061","Manager - School Rebuilding Grade 6-Unknown","38.70","Other","Unknown"
"Department for Education","Education and Skills Funding Agency","National Operations","DFE-2149","Grade 7 - National","51357","59332","Manager - National Operations Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Strategy & Intelligence","DFE-2072","Grade 7 - National","51357","59332","Manager - Strategy & Intelligence Grade 7-North East","6.80","Other","North East"
"Department for Education","Department for Education","Social Justice and Disadvantage","DFE-2519","Grade 7 - London","55022","63601","Manager - Social Justice and Disadvantage Grade 7-London","5.81","Other","London"
"Department for Education","Department for Education","Strategy and Portfolio","DFE-2277","Grade 7 - London","55022","63601","Manager - Strategy and Portfolio Grade 7-London","5.00","Other","London"
"Department for Education","Department for Education","Becoming a Teacher","DFE-2539","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Becoming a Teacher SEO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","Grade 7 - National","51357","59332","Manager - Central Analysis Unit Grade 7-North East","2.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Assurance","DFE-2192","Grade 7 - National","51357","59332","Manager - Assurance Grade 7-North East","5.47","Other","North East"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","EO: EO (Experienced) - National","26936","26936","Executive Officer - End User Compute Services EO-North East","8.00","Other","North East"
"Department for Education","Department for Education","Data Operations","DFE-2366","HEO - London","34031","37494","Higher Executive Officer - Data Operations HEO-London","0.60","Other","London"
"Department for Education","Department for Education","National Tutoring Programme","DFE-2467","HEO - London","34031","37494","Higher Executive Officer - National Tutoring Programme HEO-London","2.00","Other","London"
"Department for Education","Department for Education","Strategic Policy Directorate (SPD)","DFE-2517","EO - London","29526","29526","Executive Officer - Strategic Policy Directorate (SPD) - Directorate Support Team EO-London","3.00","Other","London"
"Department for Education","Department for Education","Europe, Union, Trade and Evidence","DFE-2470","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Europe, Union, Trade and Evidence SEO-London","1.00","Other","London"
"Department for Education","Department for Education","Independent Education and School Safeguarding","DFE-2004","Grade 6 - National","62540","69061","Manager - Independent Education and School Safeguarding Grade 6-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: North West","DFE-2365","Grade 7 - National","51357","59332","Manager - Regions Group: North West Grade 7 (On Leave)-North East","2.00","Other","North East"
"Department for Education","Department for Education","Regions Group: London","DFE-2204","Grade 7 - London","55022","63601","Manager - Regions Group: London Grade 7-London","14.29","Other","London"
"Department for Education","Department for Education","Regions Group: North West","DFE-2514","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: North West SEO-North East","17.61","Other","North East"
"Department for Education","Department for Education","Private Finance","DFE-2211","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Private Finance SEO-Unknown","2.00","Other","Unknown"
"Department for Education","Department for Education","Behaviour, Exclusions and School Food","DFE-2232","Grade 6 - National","62540","69061","Manager - Behaviour, Exclusions and School Food Grade 6 (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Schools and Funding Analysis","DFE-2220","Grade 7 - National","51357","59332","Manager - Schools and Funding Analysis Grade 7-Yorkshire and The Humber","4.80","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","Senior Executive Officer - National","37593","41506","Senior Executive Officer - SEND AP System Outcomes and Experiences SEO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Ministerial and Public Communications Division","DFE-2249","EO - National","25900","25900","Job Share - Executive Officer - Ministerial and Public Communications Division EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","SINs and Multi-Agency Safeguarding","DFE-2299","Grade 6 - London","65783","73146","Manager - SINs and Multi-agency Safeguarding Grade 6-London","1.20","Other","London"
"Department for Education","Department for Education","Child Protection and Safeguarding inc DV, IICSA","DFE-2337","Senior Executive Officer - National","37593","41506","Job Share - Senior Executive Officer - Child Protection and Safeguarding inc DV, IICSA SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","FE Provider Infrastructure","DFE-2387","Grade 7 - London","55022","63601","Manager - FE Provider Infrastructure Grade 7-London","7.00","Other","London"
"Department for Education","Department for Education","Life Skills","DFE-2456","Grade 6 - London","65783","73146","Manager - Life Skills Grade 6-London","1.70","Other","London"
"Department for Education","Department for Education","Employer Engagement","DFE-2102","Grade 7 - National","51357","59332","Manager - Employer Engagement Grade 7-West Midlands","1.91","Other","West Midlands"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Assessment Operations and Services SEO-West Midlands","5.80","Other","West Midlands"
"Department for Education","Department for Education","National Tutoring Programme","DFE-2437","Grade 6 - London","65783","73146","Manager - National Tutoring Programme Grade 6-London","3.00","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","Senior Executive Officer - London","41435","45875","Job Share - Senior Executive Officer - Assessment Research and Development SEO-London","1.00","Other","London"
"Department for Education","Department for Education","DfE Covid-19 Inquiry Response","DFE-2369","Grade 7 - National","51357","59332","Manager - Rapid Response Co-ordination Grade 7-West Midlands","3.00","Other","West Midlands"
"Department for Education","Department for Education","Families Analysis","DFE-2567","SEO (Statistical Officer) - London","46604","51910","Job Share - Senior Executive Officer - Families Analysis SEO-London","1.00","Other","London"
