Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Department for Transport,05/10/2017,CurrGrtPriSec-P&NPIS,Local,KENT COMMUNITY HEALTH NHS TRUST,2000011781,92029,Mobility Centres Payment Q3 2017-18,ME20 6XS
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",BYD,2000011762,117000,"""PICG BYD July 2017 #117,000""",NW1 5QT
Department for Transport,Department for Transport,05/10/2017,CurrGrtPriSec-P&NPIS,Local,QUEEN ELIZABETHS FOUNDATION,2000011728,119611,Mobility Centres Payment Q3 2017-18,SM5 4NR
Department for Transport,Department for Transport,05/10/2017,CurrGrtPriSec-P&NPIS,Local,EAST ANGLIAN DRIVEABILITY,2000011726,123098,Mobility Centres Payment Q3 2017-18,IP24 3RL
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Hyundai Motor UK Limited,2000011770,186000,"""PICG Hyundai August 2017 #186,000""",HP11 1HE
Department for Transport,Department for Transport,05/10/2017,CurrGrtPriSec-P&NPIS,Local,REGIONAL DRIVING ASSESSMENT CENTRE,2000011729,194984,Mobility Centres Payment Q3 2017-18,B8 1AU
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Volkswagen UK,2000011755,242500,"""PICG Volkswagen April 2017 #242,500""",MK14 5AN
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Volkswagen UK,2000011755,266500,"""PICG Volkswagen May 2017 #266,500""",MK14 5AN
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Volkswagen UK,2000011755,322000,"""PICG Volkswagen March 2017 #322,000""",MK14 5AN
Department for Transport,Department for Transport,05/10/2017,Services prov by OGD,"Road Safety, Standards and Services",Driver & Vehicle Standards Agency,2000011777,537498,#,NG1 6LP
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Mercedes-Benz UK Limited,2000011740,588000,"""PICG Mercedes August 2017 #588,000""",MK15 8BA
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Volkswagen UK,2000011755,681000,"""PICG Volkswagen June 2017 #618,000""",MK14 5AN
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Volkswagen UK,2000011755,717000,"""PICG Volkswagen July 2017 #717,000""",MK14 5AN
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",The Colt Car Company Limited,2000011738,793781.5,"""PICG Mitsubishi August 2017 #793,781.50""",GL7 1LF
Department for Transport,Department for Transport,05/10/2017,Cap Grt Loc Auth,"Energy, Technology and International",TFL-ENFRCE,2000011737,2000000,London Grant to TfL for 2017/18 #2m,SE1 8NJ
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",BMW UK Ltd,2000011752,2525000,"""PICG BMW August 2017 #2,525,000""",GU14 0FB
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,Local,Steer Davies Gleaves Ltd,2000011741,3000000,Bikeability Grant #3m - SDG,SE1 9PD
Department for Transport,Department for Transport,05/10/2017,CurrGrtOth to NDPBs,Group Finance,CTRL Section 1 Finance Plc,2000011735,38013639.44,CTRL Section 1 Finance plc 07/10/17,SW1P 4DR
Department for Transport,Department for Transport,05/10/2017,Cap Grt Pri Sec-Cos.,Rail NDPB's,Network Rail Infstrcture (Treasury),2000011708,125000000,#,NW1 2DN
Department for Transport,Department for Transport,06/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",JDM Earth Ltd,2000011853,500,JDM Earth Aug 17 #500,TS26 0JP
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,One Railway,BROOK STREET (UK) LIMITED,2000011829,500.47,Interim resource,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Team Away Days,Group Human Resources,Kate Nash Associates,2000011839,540,#,SE11 6DJ
Department for Transport,Department for Transport,06/10/2017,Telephone charges,Air Accident Investigation Branch,Alternative Networks Ltd,2000011840,599.82,#,BB9 5SR
Department for Transport,Department for Transport,06/10/2017,IT Ser Running Costs,"Energy, Technology and International",BRAMBLE HUB LTD,2000011817,727.8,#,SE1 7SP
Department for Transport,Department for Transport,06/10/2017,Transport  Consult,DG_Rail - Passenger Services,WSP UK Ltd T/A Parsons Brinckerhoff,2000011824,744.48,#,RG21 4HJ
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Phase 2 Sponsor,BROOK STREET (UK) LIMITED,2000011829,748.1,#,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Group Commercial Services,BROOK STREET (UK) LIMITED,2000011829,841.68,#,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000011829,905.62,#,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Small Software,Group Communications,THE PRESS ASSOCIATION LTD,2000011833,946.45,#,SW1V 1A
Department for Transport,Department for Transport,06/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Earth Electrical (Southern) Ltd,2000011849,1000,Earth Electrical Jul 17 #1000,GU14 8DS
Department for Transport,Department for Transport,06/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",JDM Earth Ltd,2000011853,1000,JDM Earth Aug 17 #1000,TS26 0JP
Department for Transport,Department for Transport,06/10/2017,Telephone charges,Group Commercial Services,VIRGIN MEDIA BUSINESS,2000011837,1013.5,917534 01/09/17 - 30/09/17,S9 3UH
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000011829,1050.74,#,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Property Maintenance,DG_IS - Rail Accident Investigation Branch,Interserve,2000011843,1063.18,#,B70 1DA
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000011829,1069.51,#,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000011829,1184.36,#,AL1 4JB
Department for Transport,Department for Transport,06/10/2017,Transport  Consult,DG_Rail - Passenger Services,WSP UK Ltd T/A Parsons Brinckerhoff,2000011824,1203.71,#,RG21 4HJ
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000011815,1262.83,Interim resource,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Training,"Energy, Technology and International",The Hay Group Management Ltd,2000011832,1323,#,SW1Y 6QB
Department for Transport,Department for Transport,06/10/2017,Cars Fuel,Air Accident Investigation Branch,Allstar Business Solutions Ltd,2000011818,1387.03,#,SN5 6PS
Department for Transport,Department for Transport,06/10/2017,Other Professional F,Group Human Resources,Arvato Ltd,2000011846,1540.5,#,HU10 6DN
Department for Transport,Department for Transport,06/10/2017,Media & Press,Group Communications,Precise Media Monitoring Limited,2000011821,1673.12,#,EC2M 2QS
Department for Transport,Department for Transport,06/10/2017,Telephone charges,Group Commercial Services,VIRGIN MEDIA BUSINESS,2000011837,1683.2,933251 - 12.07.17 to 11.10.17,S9 3UH
Department for Transport,Department for Transport,06/10/2017,Training,Aviation,CORINNE GAUTIER-CAPES,2000011842,1814.75,#,SW19 2AY
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000011815,1886.83,Interim resource,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Transport Security Co-ordination & Response,CAPITA BUSINESS SERVICES LTD,2000011815,2000.16,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000011815,2555.33,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Support Services,"Road Safety, Standards and Services",Environmental Scientifics Group,2000011816,2678.4,#,OX9 3SZ
Department for Transport,Department for Transport,06/10/2017,Small Software,Local,#,2000011841,2760,Vehicle and Admin data,IG8 0HQ
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000011815,2819.81,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000011815,2963.16,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,2998.7,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000011815,3120,Interim resource,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Aviation,CAPITA BUSINESS SERVICES LTD,2000011815,3123.66,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Aviation,CAPITA BUSINESS SERVICES LTD,2000011815,3123.66,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000011815,3123.66,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,3321.66,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,3435.96,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Phase 1 Sponsor,CAPITA BUSINESS SERVICES LTD,2000011815,3506.16,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000011815,3524.76,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Training,Group Human Resources,The Hay Group Management Ltd,2000011832,3528,#,SW1Y 6QB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,3597.54,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Legal Consultancy,HSR Programme and Funding,Ashfords LLP,2000011848,3682,#,EX1 3LH
Department for Transport,Department for Transport,06/10/2017,Training,Group Human Resources,The Hay Group Management Ltd,2000011832,3732,#,SW1Y 6QB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Phase 1 Sponsor,CAPITA BUSINESS SERVICES LTD,2000011815,3755.18,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Travel Expenses UK,DG_IS - Rail Accident Investigation Branch,Mawasem Limited T/A Clarity Travel,2000011851,3802.85,Clarity - September 2017,ST18 0WN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000011815,3803.33,Interim resource,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000011815,3844.26,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,4114.74,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,4227.66,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,4227.66,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,5091.72,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Phase 1 Sponsor,Experis Ltd,2000011820,5100,#,EC2M 2RB
Department for Transport,Department for Transport,06/10/2017,Publicity,Local,ATOC Ltd,2000011830,5400,National Cycling Publicity,EC1A 4HD
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,HSR Programme and Funding,CAPITA BUSINESS SERVICES LTD,2000011815,6076.32,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Travel Expenses UK,Marine Accident Investigation Branch,Mawasem Limited T/A Clarity Travel,2000011851,6247.45,Clarity - September 2017,ST18 0WN
Department for Transport,Department for Transport,06/10/2017,IT Equip Cap Cost,Air Accident Investigation Branch,BASSOM COMPUTER CONSULTANCY,2000011819,8292.05,#,GU9 8LS
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,8772.6,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Major Projects,Experis Ltd,2000011820,9564,Interim resource,EC2M 2RB
Department for Transport,Department for Transport,06/10/2017,Support Services,Aviation,FCO Foreign and Commonwealth Office,2000011834,10859.78,#,MK10 1PX
Department for Transport,Department for Transport,06/10/2017,Transport  Consult,DG_Rail - Passenger Services,WSP UK Ltd T/A Parsons Brinckerhoff,2000011824,11219.22,#,RG21 4HJ
Department for Transport,Department for Transport,06/10/2017,Legal Consultancy,DG_Rail - Passenger Services,ADDLESHAW GODDARD LIMITED,2000011835,13798.7,#,M2 3AB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000011815,15144.26,Interim resource,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000011815,16829.57,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Earth Electrical (Southern) Ltd,2000011849,18000,"""Earth Electrical Aug 17 #18,000""",GU14 8DS
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000011815,24099.95,#,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Legal Consultancy,HSR Phase 2 Sponsor,WINCKWORTH SHERWOOD,2000011828,24719.88,#,SE1 9BB
Department for Transport,Department for Transport,06/10/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000011815,29244.1,Interim resource,DL1 9HN
Department for Transport,Department for Transport,06/10/2017,Support Services,Aviation,TAG FARNBOROUGH AIRPORT LTD,2000011826,32299.8,#,GU14 6XA
Department for Transport,Department for Transport,06/10/2017,Training,Group Human Resources,The Hay Group Management Ltd,2000011832,38088,#,SW1Y 6QB
Department for Transport,Department for Transport,06/10/2017,Legal Consultancy,HSR Phase 1 Sponsor,WINCKWORTH SHERWOOD,2000011828,40572.3,#,SE1 9BB
Department for Transport,Department for Transport,06/10/2017,Support Services,Aviation,MET OFFICE,2000011822,146553.22,#,EX1 3PB
