Property Reference,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Liable From,RV,Property Description,Charity Y/N,Disc %,Mand %,SBRR Y/N,s44a Y/N,Hardship Y/N,Local Discount,Retail Relief Y/N
1.05E+13,VALE MILL (ROCHDALE) LTD        ,                                ,OXFORD NEW MILL                 ,                                ,BENTLEY STREET                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6EU,01.04.2005                                               ,92500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
1060430064007A     ,CLOUDS ONE LTD                  ,                                ,MARLAND FILLING STATION         ,                                ,BOLTON ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4QX,15.09.2016                                               ,10750,PETROL FILLING STATION AND PREMISES                         ,N,0,0,Y,N,N,N,N
1.06E+13,ENERGETICS GAS LTD              ,                                ,                                ,                                ,INDEPENDENT GAS TRANSPORTER        ,BOUNDARY STREET                    ,ROCHDALE                        ,                                ,OL11 1AT,01.04.2014                                               ,120,INDEPENDENT GAS TRANSPORTER                                 ,N,0,0,N,N,N,N,N
1.06E+13,ENERGETICS GAS LIMITED          ,                                ,                                ,                                ,INDEPENDENT GAS TRANSPORTER        ,CSEP 1                             ,BOUNDARY STREET                 ,ROCHDALE                        ,OL11 3TG,01.04.2015                                               ,200,INDEPENDENT GAS TRANSPORTER                                 ,N,0,0,N,N,N,N,N
1067330001008A     ,T E C ENGINEERING (ROCHDALE) LTD,                                ,BORO WKS BRIERLEY COLLIER &     ,HARTLEY                         ,BRIDGEFIELD STREET                 ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 4EY,01.04.2005                                               ,18500,FACTORY AND PREMISES                                        ,N,0,0,N,N,N,N,N
1.07E+13,JACKSONS FARM FAYRE LTD         ,                                ,                                ,                                ,UNITS 1-8 DANE MILL                ,BRIDGEFIELD STREET                 ,ROCHDALE                        ,                                ,OL11 4EY,01.06.2017                                               ,35250,Warehouse and Premises                                      ,N,0,0,N,N,N,N,N
1.07E+13,B.A.R.C (ROCHDALE) LIMITED      ,                                ,VACANT UNIT 1                   ,                                ,BROOKSIDE GARAGE                   ,BORO WORKS                         ,BRIDGEFIELD STREET              ,ROCHDALE                        ,OL11 4EY,04.11.2013                                               ,5400,WORKSHOP AND PREMISES                                       ,N,0,0,Y,N,N,N,N
1.07E+13,HUTCHISON 3G UK LTD             ,                                ,HUTCHISON 3G UK SITE            ,                                ,REF OL0044 ON ROOF BORO WORKS      ,BRIDGEFIELD STREET                 ,ROCHDALE                        ,LANCASHIRE                      ,OL11 4EY,01.04.2005                                               ,12250,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
1.07E+13,SPRINGHILL HOSPICE (SERVICES)   ,LTD                             ,                                ,                                ,7 BROAD LANE                       ,ROCHDALE                           ,LANCS                           ,                                ,OL16 4PG,24.04.2014                                               ,19750,"CAFE, OFFICES & PREMISES                                    ",Y,20,80,N,N,N,N,N
1.07E+13,JW LEES &CO (BREWERS) LTD       ,                                ,SPRING INN                      ,                                ,183 BROAD LANE                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4PR,01.04.2005                                               ,57350,PUBLIC HOUSE AND PREMISES                                   ,N,0,0,N,N,N,N,N
1.07E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,T-MOBILE SITE REF 99975 ON THE  ,SRPING INN PUB                  ,BROAD LANE                         ,ROCHDALE                           ,LANCS                           ,                                ,OL16 4PR,22.04.2010                                               ,12500,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
1.07E+13,TAYLOR WIMPEY PLC               ,                                ,                                ,                                ,SALES OFFICE & SHOWHOUSES OFF      ,BROAD LANE                         ,GINNELL FARM AVENUE             ,ROCHDALE                        ,OL16 4QA,31.01.2015                                               ,28250,SALES OFFICE & SHOWHOUSES                                   ,N,0,0,N,N,N,N,N
1.07E+13,SPRINGHILL HOSPICE              ,                                ,SPRINGHILL HOSPICE              ,                                ,BROAD LANE                         ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4PG,01.04.2005                                               ,79000,HOSPICE AND PREMISES                                        ,Y,0,80,N,N,N,N,N
