Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Invoice Number,Invoice Distribution Amount,Account Code,Cost Centre
DWP,EUROPEAN SOCIAL FUND,08-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,30S17C02057/CL/17Q02/13,"£136,535",1816900000,10419400
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT OFFICE,CMG OPS EXTERNAL CONTRACTS/SLAS SERCO,SERCO PUBLIC SERVICES LTD,91441994,"£134,715",5217102902,10416541
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£132,576",9115102900,10393860
DWP,CORPORATE,18-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,COMMS SPARE 1,CARAT LTD,377547,"£132,381",5214100000,10383002
DWP,EUROPEAN SOCIAL FUND,31-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESF PROGRAMME SUPPORT,23S17C01964/CL/17Q02/08,"£131,578",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£130,409",9115102900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£129,351",9115102900,10393860
DWP,EUROPEAN SOCIAL FUND,02-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,19S17C01899/CL/17Q02/13,"£129,124",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£127,877",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£127,163",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£125,313",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£123,868",9115102900,10393860
DWP,CORPORATE,24-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - PRODUCTION,CHG ERSP COMMS,CARAT LTD,377546,"£122,150",5214102900,10386221
DWP,CORPORATE,26-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER ENERGY/UTILITIES/WASTE COST,FG CD DWP GAS & ELECTRICITY PAYMENTS / RECHARGES,CORONA ENERGY RETAIL 4 LTD SCC UTILITIES ONLY,20404420/1712,"£121,473",5222500000,10393852
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - IT SUPPORT,DIG ITLR CSC,CSC COMPUTER SCIENCES LTD,5201521334,"£121,440",5218102905,10389522
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995536,"£121,320",5215102901,10386171
DWP,EMPLOYMENT PROGRAMMES,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG WP FG CEP ESF1420 CORNWALL,REED IN PARTNERSHIP LTD,99998,"£120,938",5213102914,10419325
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - SOFTWARE MAIN & SUP,DIG ITLR SOFTWARE DEL P,ORACLE CORPORATION UK LTD,1632296,"£120,735",5218102908,10389665
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG ADMS PROGRAMME,ENTSERV UK LTD,6048553,"£120,153",5218102901,10389010
DWP,CORPORATE,16-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ADMS PROGRAMME,ENTSERV UK LTD,6050077,"£120,000",5813102901,10389010
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£119,175",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995542,"£118,602",5215102901,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£118,285",9115102900,10393860
DWP,CORPORATE,18-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG COMMS AND COLLABORATION - SOCIAL INTRANET RUN,INVOTRA LTD,INV-000255,"£117,871",5218102901,10389559
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£117,453",9115102900,10393860
DWP,EUROPEAN SOCIAL FUND,02-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,16S17C02026/CL/17Q02/13,"£117,086",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£117,066",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - AMS,FG CD CORPORATE CHARGES,ACCENTURE UK LTD,3003380602,"£117,026",5218102900,10392323
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£116,969",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD SHEFFIELD KINGS COURT,TELEREAL TRILLIUM,995466,"£116,492",9115102900,10393833
DWP,CORPORATE,19-Jan-18,Exp - Purchase Of Goods/Services - Consultancy,CHG PEOPLE & LOCATIONS PROGRAMME TEAM,SHOOSMITHS,9100217841,"£116,100",5211200000,10386178
DWP,CORPORATE,19-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ITLR HOSTING DEL P,ENTSERV UK LTD,6048342,"£115,945",5813102901,10389594
DWP,CORPORATE,19-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ITLR HOSTING DEL P,ENTSERV UK LTD,6050078,"£115,945",5813102901,10389594
DWP,EUROPEAN SOCIAL FUND,02-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,18S17C02013/CL/17Q02/13,"£115,655",1816900000,10419400
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DIG ITLR IGS,CGI IT UK LTD,GB2400019690,"£115,184",5218300000,10389177
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£114,994",9115102900,10393860
DWP,EUROPEAN SOCIAL FUND,08-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,32S17C01913/CL/17Q02/13,"£113,203",1816900000,10419400
DWP,CORPORATE,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG CHAPS HEALTH & DISABILITY - INITIATIVES,IBM UNITED KINGDOM LTD,5801180816,"£113,040",5218102901,10389656
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£112,704",9115102900,10393860
DWP,CORPORATE,25-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ITLR HOSTING SSBA DEL P,ENTSERV UK LTD,6049495,"£112,558",5813102901,10389589
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£112,407",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995548,"£112,382",5215102901,10386171
DWP,CORPORATE,19-Jan-18,EXP - PERMANENT UK STAFF - EMPLOYER'S SOCIAL SECURITY COSTS - APPRENTICESHIP LEVY,HR APPRENTICESHIP LEVY - DEL A,INLAND REVENUE SHIPLEY NATIONAL INSURANCE,948PJ001803761809ALevy,"£112,162",5111200002,10396251
DWP,CORPORATE,18-Jan-18,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,MANCHESTER CITY COUNCIL,8500527831,"£109,788",5215100003,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£109,659",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£108,583",9115102900,10393860
DWP,CORPORATE,15-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,CHG UC PATHFINDER RECURRENT COSTS,ENTSERV UK LTD,6048695,"£106,926",5813102901,10386938
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£106,265",9115102900,10393860
DWP,EUROPEAN SOCIAL FUND,05-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,PET XI TRAINING LTD,06S17P01568/CL/17Q03/04,"£105,406",1816900000,10419400
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - F&F (NON-PRIME),CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,GRESHAM OFFICE FURNITURE LTD,429138,"£104,960",5215102904,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£104,331",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£104,078",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995523,"£103,457",5215102901,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£103,299",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£102,107",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£101,939",9115102900,10393860
DWP,CORPORATE,22-Jan-18,Exp - Purchase Of Goods/Services - Consultancy,STR LEGAL SERVICES,GOVERNMENT LEGAL DEPARTMENT,449040,"£101,520",5211200000,10382030
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£100,339",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£100,264",9115102900,10393860
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG UC CORE,CAPGEMINI UK PLC,2.60E+12,"£100,100",5218102901,10389220
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£100,075",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,FG FIN CONT SHARED SERVICES CORE COSTS,SHARED SERVICES CONNECTED LTD,100007387,"£100,000",5211402910,10394801
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£99,668",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£99,661",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD BRADFORD AMBLER MILL,TELEREAL TRILLIUM,995466,"£99,078",9115102900,10393836
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£98,613",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - NETWORKS,DIG CHANNEL PLATFORMS NGCC DEL P,BT GLOBAL SERVICES,460746,"£98,469",9115302901,10389352
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£98,260",9115102900,10393860
DWP,EUROPEAN SOCIAL FUND,04-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,DEPARTMENT FOR WORK & PENSIONS,07S16C00938/CL/17Q02/14,"£98,030",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£97,885",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£97,040",9115102900,10393860
DWP,CORPORATE,22-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,CHG UC PATHFINDER RECURRENT COSTS,ENTSERV UK LTD,6050525,"£96,649",5813102901,10386938
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£96,609",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - NETWORKS,DIG ITLR - OTHER NETWORK CONTRACTS - DELA,VODAFONE LTD,UK10/012018/3953,"£96,455",5218102907,10389148
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD DEARNE VALLEY DISCOVERY HOUSE,TELEREAL TRILLIUM,995466,"£96,229",9115102900,10393837
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£96,028",9115102900,10393855
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£95,917",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£95,600",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995545,"£95,450",5215102901,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£95,392",9115102900,10393860
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,STR CF&D RELATIONSHIP SUPPORT,RELATE,17193,"£95,352",5211400000,10382097
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£94,224",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£94,097",9115102900,10393860
DWP,EMPLOYMENT PROGRAMMES,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG WP FG CEP ESF1420 SOUTH EAST,REED IN PARTNERSHIP LTD,100000,"£93,750",5213102914,10419323
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£93,580",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£93,431",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£93,356",9115102900,10393860
DWP,EUROPEAN SOCIAL FUND,08-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,21S17C01911/CL/17Q02/13,"£93,245",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£93,220",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£92,975",9115102900,10393860
DWP,CORPORATE,24-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FG CD OPS AND CMG ACQUISITIONS,WB OFFICES LTD,171225,"£92,798",5215100000,10393883
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,991551,"£92,520",5215102901,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£92,273",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£92,166",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£91,728",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD SHEFFIELD ROCKINGHAM HOUSE,TELEREAL TRILLIUM,995466,"£91,555",9115102900,10393832
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£91,369",9115102900,10393860
DWP,CORPORATE,23-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - TELEPHONY,DIG ITLR - TELEPHONY - PSNT - DELA,VODAFONE LTD,86383489,"£90,867",5218102903,10389146
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,COMMS SPARE 1,CARAT LTD,377527,"£90,839",5214100000,10383002
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£90,642",9115102900,10393860
DWP,CORPORATE,18-Jan-18,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - NETWORKS,DIG ITLR - TELEPHONY - PSNT - DELA,VODAFONE LTD,86011229,"£90,641",9115302901,10389146
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD ACCOMMODATION CHARGES (VAT) FOR NON OGDs,TELEREAL TRILLIUM,995466,"£90,630",9115102900,10393855
DWP,CORPORATE,18-Jan-18,CL - OTHER PAYABLES - NHS INCENTIVISATION (EHIC COSTS),BALANCE SHEET,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,7972-A,"£90,232",2617902901,99999999
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROGRAMME TEAM DELP,TELEREAL TRILLIUM,995570,"£89,636",5215102901,10386170
DWP,EUROPEAN SOCIAL FUND,04-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,DEPARTMENT FOR WORK & PENSIONS,06S16C00950/CL/17Q02/14,"£89,030",1816900000,10419400
DWP,EUROPEAN SOCIAL FUND,08-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,26S16C01033/CL/17Q02/13,"£89,029",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£88,985",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£88,921",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,CHG UC DESIGN & BUILD PROGRAMME MANAGER,ATOS IT SERVICES UK LTD,5584257686,"£88,850",5218102901,10386915
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£88,172",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£87,870",9115102900,10393860
